IDENTIF,RIVER,LOCATION,ERECTED,PURPOSE,LENGTH,LANES,CLEAR-G,T-OR-D,MATERIAL,SPAN,REL-L,label
E51,A,22,1934.430044,HIGHWAY,2343.379018,2,G,THROUGH,STEEL,MEDIUM,S,0
E98,A,51,1924.033663,HIGHWAY,904.182453,4,G,DECK,STEEL,MEDIUM,F,2
E42,O,42,1944.811922,RR,2695.615865,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E53,O,38.5,1904.034793,RR,1545.401865,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E78,A,45,1930.956323,HIGHWAY,821.280847,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E54,M,20,1875.104255,HIGHWAY,1009.092204,2,N,THROUGH,IRON,MEDIUM,F,3
E41,M,11,1892.239898,RR,1330.386424,2,G,THROUGH,STEEL,MEDIUM,S,3
E59,A,46,1890.6961,HIGHWAY,851.308824,2,G,THROUGH,STEEL,LONG,F,4
E50,M,52,1857.020693,HIGHWAY,1383.531878,2,N,THROUGH,STEEL,MEDIUM,F,3
E98,A,45,1973.293109,RR,1868.138292,2,G,THROUGH,STEEL,MEDIUM,F,3
E22,A,22,1852.234053,HIGHWAY,1010.535258,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E99,A,28,1911.357702,RR,1854.438457,2,G,THROUGH,STEEL,LONG,F,3
E33,A,5,1964.084604,HIGHWAY,1786.741308,4,G,DECK,STEEL,MEDIUM,F,2
E51,M,45,1925.971317,HIGHWAY,3345.631654,4,G,THROUGH,WOOD,SHORT,S-F,0
E40,M,37,1984.036652,HIGHWAY,1484.040789,2,G,DECK,STEEL,MEDIUM,S-F,1
E35,M,10,1890.330637,RR,1173.128859,2,G,THROUGH,STEEL,MEDIUM,F,3
E39,M,4,1834.363708,RR,1567.230256,2,G,THROUGH,STEEL,MEDIUM,S-F,1
E108,A,32,1928.869627,RR,1555.266949,2,G,THROUGH,IRON,MEDIUM,S,3
E45,A,51,1925.043297,HIGHWAY,1533.213625,6,G,THROUGH,STEEL,MEDIUM,S,0
E109,M,7,1955.060171,RR,1162.219597,2,G,THROUGH,WOOD,MEDIUM,S,3
E30,O,2,1840.214725,HIGHWAY,2709.368661,4,N,THROUGH,IRON,SHORT,S,4
E2,A,45,1953.944246,HIGHWAY,1116.927724,2,G,THROUGH,IRON,SHORT,S,3
E38,A,39.5,1907.00917,RR,875.156747,2,G,THROUGH,STEEL,MEDIUM,F,3
E66,M,27,1881.113675,WALK,900.964342,2,G,THROUGH,STEEL,SHORT,S,5
E36,A,8,1928.046012,HIGHWAY,3162.394619,2,N,THROUGH,STEEL,MEDIUM,S-F,2
E74,O,47,1932.30373,RR,865.33774,2,G,DECK,STEEL,MEDIUM,S-F,1
E45,O,11,1891.364746,HIGHWAY,1543.017471,4,G,THROUGH,STEEL,LONG,F,0
E67,Y,41,1862.040678,HIGHWAY,1008.503545,2,N,THROUGH,WOOD,MEDIUM,S,5
E22,Y,44,1967.117119,AQUEDUCT,1710.482754,2,N,THROUGH,IRON,SHORT,S,5
E32,A,8,1926.312286,HIGHWAY,2497.691404,4,N,THROUGH,WOOD,LONG,F,0
E48,M,34,1959.065844,RR,1287.354489,2,G,DECK,STEEL,MEDIUM,S-F,3
E31,A,26,1869.751415,HIGHWAY,841.549588,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E55,O,37,1904.003127,HIGHWAY,1806.714328,2,G,DECK,STEEL,SHORT,S,3
E85,M,38.5,1949.201502,RR,1272.887305,2,G,THROUGH,STEEL,MEDIUM,S-F,2
E67,M,37,1900.791024,HIGHWAY,1209.605946,4,G,DECK,STEEL,MEDIUM,F,1
E40,M,38.5,1824.856057,HIGHWAY,865.55801,4,G,THROUGH,STEEL,MEDIUM,F,0
E91,M,18,1906.749899,HIGHWAY,2679.266383,4,G,THROUGH,STEEL,MEDIUM,F,3
E63,M,11,1916.49762,AQUEDUCT,2494.744804,2,G,THROUGH,WOOD,MEDIUM,S,5
E58,A,3,1890.47869,AQUEDUCT,966.935869,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E87,M,17,1888.9258,RR,1130.640847,2,G,THROUGH,STEEL,MEDIUM,S,3
E94,A,25,1920.935123,HIGHWAY,1528.122117,2,N,THROUGH,STEEL,LONG,F,4
E10,A,27,1901.876884,HIGHWAY,1606.51738,2,G,THROUGH,STEEL,MEDIUM,F,3
E17,A,37,1963.50442,RR,1308.380273,4,G,THROUGH,STEEL,MEDIUM,S-F,2
E76,M,18,1889.463411,RR,1203.768516,2,G,THROUGH,STEEL,MEDIUM,F,3
E7,A,21,1887.660119,HIGHWAY,731.060907,2,N,THROUGH,WOOD,LONG,F,5
E33,M,36,1937.0721,HIGHWAY,1092.784184,4,G,THROUGH,STEEL,LONG,F,1
E27,M,46,1899.151625,HIGHWAY,2229.487003,2,G,THROUGH,STEEL,MEDIUM,S,3
E86,M,39,1974.846389,RR,1390.160546,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E5,M,49,1923.002676,HIGHWAY,3601.033379,6,G,DECK,STEEL,MEDIUM,S-F,1
E31,A,40,1921.467836,AQUEDUCT,1285.066854,2,G,THROUGH,STEEL,MEDIUM,F,3
E8,A,33,1888.586712,HIGHWAY,2777.295464,2,G,THROUGH,STEEL,MEDIUM,F,3
E82,A,35,1850.702675,HIGHWAY,1307.539046,2,N,THROUGH,WOOD,SHORT,S,5
E91,A,39.5,1930.464592,HIGHWAY,992.783496,4,G,THROUGH,STEEL,MEDIUM,F,4
E50,A,34,1859.056591,AQUEDUCT,1064.053557,2,N,THROUGH,WOOD,SHORT,S,5
E80,A,39,1825.895722,HIGHWAY,1007.098797,2,N,THROUGH,WOOD,MEDIUM,S,5
E85,O,12,1975.573216,HIGHWAY,3098.176351,2,G,THROUGH,STEEL,LONG,F,4
E40,A,39,1854.553657,AQUEDUCT,3892.718144,2,N,THROUGH,WOOD,SHORT,S,5
E82,A,39,1934.335388,AQUEDUCT,885.886205,4,G,THROUGH,STEEL,MEDIUM,F,4
E27,A,25,1886.968108,RR,2274.666797,2,G,THROUGH,STEEL,MEDIUM,F,3
E91,M,45,1930.703817,HIGHWAY,1001.698485,4,G,THROUGH,STEEL,MEDIUM,F,0
E24,M,19,1901.245179,HIGHWAY,1206.510853,4,G,THROUGH,STEEL,MEDIUM,S-F,1
E50,M,41,1887.02944,HIGHWAY,888.902391,4,N,DECK,IRON,LONG,F,2
E79,O,44,1910.028114,RR,2191.949922,2,G,THROUGH,STEEL,MEDIUM,F,3
E28,O,28,1931.001224,HIGHWAY,1264.755346,2,G,DECK,STEEL,LONG,F,0
E41,O,45,1900.224713,HIGHWAY,1523.263336,2,G,THROUGH,STEEL,MEDIUM,F,3
E56,A,52,1920.885849,HIGHWAY,903.11508,4,G,THROUGH,WOOD,SHORT,S,4
E20,O,37,1904.370297,HIGHWAY,2052.743283,2,G,THROUGH,IRON,LONG,S-F,1
E19,A,40,1922.847106,HIGHWAY,995.827904,4,N,THROUGH,WOOD,SHORT,S,5
E100,M,5,1905.117643,RR,1384.673753,2,G,THROUGH,STEEL,LONG,F,3
E22,A,27,1855.877261,RR,2105.460937,4,N,THROUGH,WOOD,MEDIUM,S,5
E36,M,4,1907.626196,RR,1259.294497,2,G,THROUGH,STEEL,MEDIUM,F,3
E29,A,24,1930.52578,WALK,1839.193064,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E99,M,30,1906.518077,RR,2013.422053,1,G,THROUGH,IRON,MEDIUM,S,3
E102,A,44,1842.125491,RR,3890.026091,1,N,THROUGH,WOOD,SHORT,S,5
E50,A,28,1968.850786,RR,1263.063742,2,G,THROUGH,STEEL,MEDIUM,S,3
E72,A,14,1929.74518,HIGHWAY,2356.181183,2,G,THROUGH,STEEL,LONG,F,1
E83,O,3,1955.966726,AQUEDUCT,873.059554,6,G,DECK,STEEL,LONG,F,2
E89,A,27,1903.126632,AQUEDUCT,2837.745507,2,G,THROUGH,STEEL,LONG,F,3
E80,A,33,1916.698223,HIGHWAY,1235.026221,2,G,THROUGH,IRON,MEDIUM,S,3
E2,M,28,1903.031166,WALK,978.435793,2,G,DECK,STEEL,SHORT,F,3
E54,A,36,1821.207325,HIGHWAY,1071.202434,2,N,DECK,WOOD,LONG,F,5
E108,A,35,1928.641979,HIGHWAY,2009.608041,4,N,DECK,WOOD,LONG,F,2
E10,M,37,1961.594051,HIGHWAY,1263.48743,2,G,DECK,STEEL,LONG,F,2
E44,A,39.7,1864.813358,HIGHWAY,1328.41404,2,N,THROUGH,WOOD,SHORT,S,5
E41,A,19,1959.56313,RR,1257.446171,2,G,THROUGH,STEEL,LONG,F,3
E41,A,32,1861.511671,HIGHWAY,996.133668,2,N,THROUGH,WOOD,SHORT,S,5
E21,A,33,1955.093123,HIGHWAY,926.644231,4,G,THROUGH,STEEL,LONG,F,0
E24,O,38.5,1929.897987,HIGHWAY,1289.271705,4,G,THROUGH,STEEL,MEDIUM,S,0
E83,O,52,1974.204378,HIGHWAY,1665.838071,6,G,THROUGH,STEEL,MEDIUM,F,0
E17,O,11,1906.275728,RR,1678.677113,2,G,THROUGH,IRON,MEDIUM,F,3
E48,M,8,1936.641642,HIGHWAY,1795.845879,2,G,THROUGH,STEEL,MEDIUM,S,3
E81,M,36,1905.312511,HIGHWAY,4411.864444,4,G,THROUGH,STEEL,LONG,F,3
E81,A,38.5,1931.781512,HIGHWAY,1943.134069,2,N,DECK,STEEL,LONG,F,2
E8,M,1,1923.301383,WALK,2993.678157,2,N,DECK,WOOD,SHORT,F,2
E50,A,36,1878.225044,HIGHWAY,2120.474237,2,G,THROUGH,STEEL,MEDIUM,S,3
E57,M,39,1852.579639,HIGHWAY,1989.696997,1,G,THROUGH,WOOD,MEDIUM,S-F,4
E71,M,18,1886.20595,RR,3758.637103,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E47,A,2,1894.205352,RR,1621.411965,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E18,A,31,1887.967118,HIGHWAY,1888.064152,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E30,Y,30,1886.080752,HIGHWAY,897.208326,4,G,THROUGH,STEEL,MEDIUM,S,0
E47,M,12,1965.153465,WALK,958.816384,4,G,THROUGH,STEEL,MEDIUM,F,0
E13,O,33,1928.290713,HIGHWAY,1315.192825,2,G,THROUGH,STEEL,LONG,F,0
E12,M,7,1838.977173,HIGHWAY,1319.994664,4,G,THROUGH,IRON,MEDIUM,S-F,1
E81,A,39,1885.325312,HIGHWAY,1796.658636,2,G,DECK,STEEL,LONG,F,2
E105,A,12,1818.050451,HIGHWAY,853.254255,4,N,THROUGH,IRON,MEDIUM,S-F,4
E67,A,19,1946.694998,HIGHWAY,3595.501717,1,N,THROUGH,WOOD,LONG,F,2
E102,M,2,1862.297635,HIGHWAY,975.49516,2,N,THROUGH,IRON,SHORT,S,4
E48,M,38,1898.672658,HIGHWAY,2337.704881,4,N,DECK,WOOD,LONG,F,2
E61,O,36,1936.785336,RR,1712.90442,4,G,DECK,WOOD,MEDIUM,S,1
E53,A,42,1858.17053,HIGHWAY,975.149035,2,G,THROUGH,STEEL,LONG,F,4
E90,O,51,1921.071617,HIGHWAY,813.694107,4,G,THROUGH,STEEL,MEDIUM,S,0
E33,M,22,1898.774788,HIGHWAY,1136.671026,2,G,THROUGH,IRON,MEDIUM,F,3
E75,O,40,1893.685685,HIGHWAY,1672.983697,4,G,THROUGH,STEEL,MEDIUM,S,0
E47,O,49,1935.924431,HIGHWAY,2658.917994,4,G,THROUGH,STEEL,LONG,F,1
E87,M,47,1927.110961,HIGHWAY,2933.808655,4,G,DECK,WOOD,MEDIUM,S-F,2
E12,A,41,1854.37613,HIGHWAY,1008.559905,1,N,THROUGH,IRON,MEDIUM,S,5
E103,O,33,1923.524098,AQUEDUCT,1860.027929,4,G,THROUGH,STEEL,MEDIUM,S-F,4
E47,M,10,1888.751707,HIGHWAY,1191.505028,2,G,THROUGH,STEEL,MEDIUM,F,3
E81,M,12,1889.13589,HIGHWAY,1077.726843,2,N,THROUGH,STEEL,LONG,F,2
E87,A,37,1913.680915,HIGHWAY,856.310926,4,N,THROUGH,WOOD,MEDIUM,S,0
E92,M,10,1985.766035,HIGHWAY,1697.105435,2,G,DECK,STEEL,LONG,F,3
E87,A,42,1863.071543,HIGHWAY,1047.120303,2,N,THROUGH,WOOD,SHORT,S,5
E45,M,15,1890.411443,RR,1858.278679,2,G,THROUGH,STEEL,LONG,F,3
E61,M,6,1890.937152,HIGHWAY,1878.447221,2,G,THROUGH,IRON,MEDIUM,F,3
E94,O,37,1885.874688,RR,877.599609,2,G,THROUGH,STEEL,MEDIUM,F,3
E2,O,8,1902.099429,HIGHWAY,2481.206659,2,G,THROUGH,STEEL,LONG,F,1
E20,O,40,1890.274697,AQUEDUCT,1197.758124,2,G,THROUGH,STEEL,MEDIUM,S,3
E92,A,24,1964.680353,HIGHWAY,1944.579868,4,G,THROUGH,STEEL,LONG,F,0
E22,A,29,1860.536974,WALK,3479.263798,2,N,THROUGH,WOOD,MEDIUM,S,5
E69,M,17,1922.256685,HIGHWAY,1341.873771,2,G,THROUGH,STEEL,LONG,F,4
E25,O,38.5,1866.642414,HIGHWAY,1184.508531,2,N,THROUGH,WOOD,MEDIUM,S,5
E46,M,39.7,1910.96842,WALK,2140.312542,2,G,THROUGH,STEEL,MEDIUM,F,3
E19,A,37,1928.284446,WALK,1121.311798,2,G,THROUGH,STEEL,LONG,F,1
E93,M,8,1841.282159,WALK,902.812085,4,G,DECK,STEEL,MEDIUM,S-F,2
E14,O,38,1849.734906,HIGHWAY,947.888023,6,G,THROUGH,STEEL,LONG,S-F,5
E84,A,25,1830.485464,HIGHWAY,1029.621573,2,N,THROUGH,WOOD,MEDIUM,S,5
E36,O,29,1889.742595,HIGHWAY,1248.701395,6,G,THROUGH,STEEL,LONG,F,0
E58,A,29,1969.404432,HIGHWAY,1195.862246,6,G,THROUGH,STEEL,LONG,F,0
E27,M,19,1858.791135,RR,1224.889453,2,G,THROUGH,STEEL,MEDIUM,F,3
E27,O,52,1941.45623,HIGHWAY,1831.020043,2,N,DECK,STEEL,LONG,F,2
E55,A,44,1908.438385,HIGHWAY,1350.711711,4,N,THROUGH,IRON,SHORT,S,4
E17,A,12,1980.952998,HIGHWAY,1378.218978,4,N,THROUGH,STEEL,LONG,S-F,2
E88,O,28,1901.923773,RR,1757.79644,2,G,THROUGH,STEEL,LONG,F,3
E26,M,22,1901.915974,HIGHWAY,1451.898885,2,G,THROUGH,STEEL,MEDIUM,F,3
E91,M,7,1969.579341,HIGHWAY,1187.519317,4,N,THROUGH,STEEL,LONG,F,0
E17,M,16,1929.573204,HIGHWAY,1007.660893,2,G,THROUGH,STEEL,MEDIUM,F,3
E15,O,45,1909.022431,HIGHWAY,1245.412915,4,G,THROUGH,STEEL,MEDIUM,S,0
E48,Y,15,1893.79376,HIGHWAY,1018.531232,4,G,THROUGH,STEEL,LONG,F,0
E34,A,25,1839.033877,HIGHWAY,986.955405,2,N,THROUGH,WOOD,MEDIUM,S,5
E13,M,13,1899.916261,HIGHWAY,1279.617313,1,G,THROUGH,STEEL,MEDIUM,F,3
E80,A,22,1846.301293,HIGHWAY,938.213145,4,N,THROUGH,WOOD,MEDIUM,S,5
E91,A,32,1945.101935,HIGHWAY,1039.815296,4,G,THROUGH,STEEL,LONG,F,0
E55,M,39.5,1907.413673,HIGHWAY,982.263012,4,G,THROUGH,STEEL,LONG,F,0
E60,A,48,1861.36874,HIGHWAY,985.988034,2,N,THROUGH,IRON,MEDIUM,S,5
E33,O,41,1905.451027,HIGHWAY,1496.590078,2,G,THROUGH,STEEL,MEDIUM,F,3
E12,M,15,1974.609385,RR,1410.662954,2,G,THROUGH,STEEL,MEDIUM,F,3
E20,A,45,1888.166079,AQUEDUCT,2309.403724,4,G,THROUGH,STEEL,LONG,S,4
E55,M,2,1906.353611,HIGHWAY,3647.107101,4,G,THROUGH,STEEL,LONG,S-F,1
E34,A,39.5,1892.385517,RR,1633.264069,2,G,THROUGH,STEEL,MEDIUM,F,3
E48,A,48,1866.182259,AQUEDUCT,794.079425,4,G,THROUGH,STEEL,MEDIUM,F,4
E47,M,37,1882.177871,HIGHWAY,951.509982,2,G,THROUGH,STEEL,MEDIUM,F,4
E103,M,20,1854.658591,AQUEDUCT,1118.312062,2,N,DECK,WOOD,MEDIUM,F,5
E31,A,22,1929.530644,HIGHWAY,1537.636747,4,N,DECK,STEEL,LONG,F,2
E95,M,9,1912.629352,RR,1272.784429,4,G,THROUGH,STEEL,MEDIUM,F,3
E67,O,24,1926.655263,HIGHWAY,1667.763016,2,G,THROUGH,STEEL,MEDIUM,F,1
E38,M,11,1827.21054,HIGHWAY,991.579488,2,G,THROUGH,IRON,MEDIUM,F,3
E65,O,48,1886.889397,HIGHWAY,962.438868,4,G,THROUGH,STEEL,LONG,S,0
E24,M,3,1890.788631,HIGHWAY,1760.681163,2,G,THROUGH,STEEL,MEDIUM,F,3
E94,Y,44,1892.82389,RR,1492.853996,2,G,THROUGH,STEEL,MEDIUM,F,3
E54,A,25,1863.962322,HIGHWAY,1002.892861,2,N,THROUGH,WOOD,SHORT,S,5
E41,M,40,1906.726663,HIGHWAY,1683.717056,2,G,THROUGH,STEEL,MEDIUM,F,3
E33,M,17,1885.512232,RR,1780.557849,2,G,THROUGH,IRON,MEDIUM,S-F,3
E20,A,9,1905.91519,AQUEDUCT,1545.545336,2,G,THROUGH,WOOD,MEDIUM,S-F,5
E55,A,29,1824.927537,HIGHWAY,773.231801,2,N,THROUGH,STEEL,LONG,S,5
E53,Y,49,1912.266765,HIGHWAY,3639.744293,4,G,THROUGH,STEEL,MEDIUM,S,0
E39,A,34,1970.79507,HIGHWAY,1573.486612,2,G,THROUGH,IRON,SHORT,S,1
E99,M,40,1893.76866,HIGHWAY,1298.941448,4,G,THROUGH,IRON,MEDIUM,F,3
E62,M,43,1880.678929,AQUEDUCT,1261.372303,4,G,THROUGH,STEEL,LONG,F,2
E94,A,9,1891.877175,RR,1117.959319,2,G,THROUGH,STEEL,MEDIUM,F,3
E84,A,42,1853.80739,HIGHWAY,993.557873,4,N,THROUGH,IRON,SHORT,S,4
E100,O,9,1965.438514,HIGHWAY,1566.382349,2,N,THROUGH,STEEL,MEDIUM,S-F,0
E43,A,39.7,1925.116343,HIGHWAY,928.260223,4,G,THROUGH,STEEL,SHORT,S-F,0
E38,M,34,1914.383601,AQUEDUCT,1372.232425,2,G,THROUGH,STEEL,MEDIUM,F,4
E30,A,4,1887.787419,RR,1290.178614,2,G,THROUGH,IRON,MEDIUM,S-F,3
E74,A,9,1882.874178,HIGHWAY,1212.786846,4,G,THROUGH,STEEL,MEDIUM,S,0
E26,A,24,1855.243468,HIGHWAY,1033.97252,4,N,THROUGH,WOOD,MEDIUM,S,5
E40,M,15,1895.148512,RR,1204.649549,2,G,THROUGH,STEEL,MEDIUM,F,3
E25,A,38,1844.768672,RR,823.62548,2,N,THROUGH,IRON,MEDIUM,S,3
E58,M,38,1912.020067,HIGHWAY,1332.133627,2,G,THROUGH,STEEL,MEDIUM,F,3
E40,O,9,1943.230938,HIGHWAY,1012.428025,2,G,DECK,STEEL,LONG,S-F,2
E6,M,26,1959.994757,HIGHWAY,4869.711488,2,G,THROUGH,STEEL,MEDIUM,S-F,2
E61,A,30,1913.450853,RR,2658.837161,2,G,THROUGH,STEEL,MEDIUM,F,3
E50,M,21,1896.169792,HIGHWAY,1398.201364,2,G,THROUGH,STEEL,MEDIUM,F,3
E93,M,13,1887.739449,RR,884.963753,2,G,THROUGH,STEEL,LONG,F,3
E31,M,7,1929.501204,HIGHWAY,999.544909,2,G,THROUGH,WOOD,SHORT,S,1
E100,A,19,1974.279716,HIGHWAY,2896.868045,2,N,THROUGH,WOOD,SHORT,S,5
E30,M,21,1892.863509,HIGHWAY,1184.564554,4,G,THROUGH,STEEL,MEDIUM,F,3
E89,A,28,1853.228209,HIGHWAY,1788.975011,2,N,THROUGH,WOOD,MEDIUM,S,5
E51,A,26,1918.577017,WALK,1887.834047,2,G,THROUGH,STEEL,LONG,S,4
E10,A,41,1904.481759,RR,2114.425031,2,G,THROUGH,STEEL,MEDIUM,F,3
E91,O,52,1928.377628,HIGHWAY,1350.79566,2,G,THROUGH,STEEL,MEDIUM,S,0
E29,M,39,1856.646578,AQUEDUCT,890.552255,2,N,THROUGH,WOOD,SHORT,S,5
E45,A,33,1881.18153,HIGHWAY,1457.012925,2,G,THROUGH,STEEL,LONG,F,3
E69,M,12,1825.044209,HIGHWAY,1842.851982,2,N,THROUGH,WOOD,MEDIUM,S,5
E73,M,18,1956.98429,WALK,1068.075616,4,N,DECK,IRON,SHORT,F,1
E18,M,39.7,1898.556032,HIGHWAY,2135.464816,6,N,DECK,STEEL,LONG,F,2
E94,O,48,1912.219107,HIGHWAY,1049.584339,2,G,THROUGH,STEEL,MEDIUM,F,3
E100,O,48,1920.761234,HIGHWAY,962.800209,6,G,THROUGH,STEEL,MEDIUM,F,0
E14,M,44,1969.163514,HIGHWAY,1613.568133,2,G,DECK,STEEL,LONG,S-F,2
E86,O,46,1982.129102,HIGHWAY,1786.841599,4,N,THROUGH,STEEL,MEDIUM,F,2
E105,A,21,1825.734694,HIGHWAY,883.005592,2,N,THROUGH,WOOD,SHORT,S-F,5
E75,M,8,1970.985633,HIGHWAY,1310.047946,2,G,THROUGH,STEEL,LONG,F,3
E26,M,21,1889.93821,RR,1876.884355,2,G,THROUGH,STEEL,MEDIUM,F,3
E82,M,52,1850.042304,AQUEDUCT,1055.923853,4,N,THROUGH,WOOD,MEDIUM,S,5
E74,M,43,1899.609773,HIGHWAY,973.446159,4,G,THROUGH,STEEL,LONG,F,1
E25,Y,24,1895.499191,RR,1040.662657,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E97,O,35,1888.100008,RR,1139.564411,2,G,DECK,STEEL,MEDIUM,S-F,1
E64,M,7,1847.740941,HIGHWAY,974.203593,2,N,DECK,IRON,LONG,F,1
E55,A,33,1853.654265,HIGHWAY,1029.083632,2,N,THROUGH,WOOD,SHORT,S,5
E42,Y,48,1965.766003,RR,2959.964671,4,G,THROUGH,STEEL,LONG,S-F,3
E37,M,6,1886.511892,HIGHWAY,1078.091824,2,G,THROUGH,STEEL,MEDIUM,F,3
E48,A,28,1895.070006,HIGHWAY,1020.038679,4,G,THROUGH,STEEL,MEDIUM,F,4
E58,M,8,1907.320977,RR,2216.794912,2,G,THROUGH,STEEL,MEDIUM,F,3
E64,A,19,1908.782943,AQUEDUCT,997.209492,1,N,THROUGH,WOOD,MEDIUM,S,5
E63,O,43,1947.855148,HIGHWAY,1330.343412,4,G,DECK,STEEL,LONG,F,2
E40,A,39.7,1833.31717,RR,910.050012,2,N,THROUGH,STEEL,MEDIUM,F,3
E34,M,11,1906.908352,RR,2799.690027,2,G,THROUGH,STEEL,LONG,F,3
E23,M,47,1878.979501,HIGHWAY,1263.76043,2,G,THROUGH,STEEL,LONG,F,4
E23,M,48,1936.690242,HIGHWAY,862.574712,4,N,DECK,STEEL,MEDIUM,S,2
E60,A,38,1901.540212,RR,1907.197462,2,G,THROUGH,STEEL,LONG,F,3
E63,A,39.5,1910.672113,HIGHWAY,2012.938448,2,G,THROUGH,STEEL,MEDIUM,S,3
E42,O,6,1928.053453,WALK,1255.24783,2,G,THROUGH,STEEL,LONG,F,4
E53,A,18,1887.015389,HIGHWAY,1195.404284,2,G,THROUGH,IRON,MEDIUM,F,3
E45,A,29,1845.139797,HIGHWAY,891.785854,2,N,THROUGH,WOOD,SHORT,S,5
E83,A,31,1909.399473,HIGHWAY,1664.507165,2,G,THROUGH,STEEL,MEDIUM,F,3
E93,A,47,1922.141373,HIGHWAY,982.621353,4,G,THROUGH,STEEL,LONG,S-F,4
E82,M,2,1890.877242,HIGHWAY,1793.345754,2,G,THROUGH,WOOD,LONG,F,3
E2,A,24,1890.905678,HIGHWAY,1028.536273,1,N,THROUGH,WOOD,MEDIUM,S,5
E40,A,49,1954.275635,HIGHWAY,1312.031182,2,G,THROUGH,STEEL,MEDIUM,S-F,3
E77,O,10,1883.529186,RR,1589.875032,2,G,THROUGH,STEEL,MEDIUM,F,3
E3,A,32,1856.923469,RR,1717.610644,4,G,DECK,STEEL,SHORT,S,5
E90,O,29,1926.333733,RR,3313.680837,2,G,THROUGH,STEEL,MEDIUM,F,3
E22,O,37,1855.5544,RR,794.753602,6,N,THROUGH,STEEL,LONG,F,1
E39,A,28,1889.300151,RR,1189.868877,2,N,THROUGH,IRON,SHORT,S-F,3
E103,A,20,1918.694987,HIGHWAY,1071.541134,4,N,THROUGH,WOOD,SHORT,F,1
E17,M,16,1888.333227,RR,1701.576039,2,G,THROUGH,IRON,MEDIUM,F,3
E15,A,45,1863.907926,HIGHWAY,1233.538607,2,N,THROUGH,WOOD,SHORT,S,5
E40,Y,18,1961.389335,HIGHWAY,2267.231198,2,G,THROUGH,STEEL,MEDIUM,F,3
E77,A,38,1884.271873,HIGHWAY,3882.174214,4,N,DECK,STEEL,MEDIUM,S,2
E103,M,18,1901.723798,HIGHWAY,1687.198199,2,N,DECK,STEEL,LONG,F,2
E65,M,9,1885.489571,RR,1672.990206,2,G,THROUGH,STEEL,MEDIUM,F,3
E68,A,24,1860.125459,HIGHWAY,1269.374692,2,N,THROUGH,WOOD,SHORT,S,5
E105,O,27,1885.550384,HIGHWAY,1756.094057,2,G,THROUGH,STEEL,LONG,F,4
E54,A,43,1950.961345,HIGHWAY,765.171062,4,G,THROUGH,STEEL,MEDIUM,S-F,2
E80,A,14,1937.096737,RR,863.898131,1,G,THROUGH,STEEL,LONG,F,1
E82,M,10,1900.432445,RR,2044.177576,2,G,THROUGH,STEEL,MEDIUM,F,3
E42,A,31,1946.696369,HIGHWAY,1666.252766,2,G,THROUGH,STEEL,MEDIUM,S,3
E89,A,39,1902.475043,HIGHWAY,1691.965228,2,G,DECK,STEEL,SHORT,S-F,3
E96,Y,27,1856.929541,WALK,1268.448006,2,N,THROUGH,IRON,MEDIUM,S-F,4
E107N,A,35,1885.352431,RR,1305.281798,2,G,THROUGH,STEEL,MEDIUM,F,3
E19,A,1,1903.102263,HIGHWAY,1821.67513,2,G,THROUGH,STEEL,MEDIUM,F,3
E61,O,19,1892.431039,RR,1991.861181,2,G,THROUGH,STEEL,MEDIUM,F,3
E63,O,1,1938.107241,RR,1010.577422,4,N,DECK,STEEL,LONG,S,2
E85,O,15,1906.627654,RR,1707.168318,2,G,THROUGH,WOOD,SHORT,F,1
E8,A,28,1899.47754,HIGHWAY,1729.54194,2,G,THROUGH,STEEL,MEDIUM,S,3
E40,A,33,1877.756985,HIGHWAY,1015.465129,2,N,THROUGH,WOOD,SHORT,F,5
E6,M,7,1825.248537,HIGHWAY,1848.759321,2,N,THROUGH,WOOD,MEDIUM,S,5
E102,O,10,1927.484111,HIGHWAY,2941.41103,2,G,THROUGH,STEEL,LONG,F,4
E27,M,19,1903.135566,RR,1863.010777,2,G,THROUGH,IRON,SHORT,F,3
E42,M,9,1958.643435,HIGHWAY,2869.104114,2,G,THROUGH,IRON,MEDIUM,F,3
E40,Y,33,1891.643373,RR,1277.564998,2,G,THROUGH,IRON,MEDIUM,F,3
E45,M,35,1897.014896,HIGHWAY,1758.783999,2,G,THROUGH,STEEL,MEDIUM,F,3
E57,A,15,1830.139962,HIGHWAY,1031.197759,2,N,THROUGH,WOOD,MEDIUM,S,5
E76,A,28,1931.3482,HIGHWAY,921.950167,2,G,THROUGH,STEEL,MEDIUM,S-F,4
E65,A,10,1980.489927,HIGHWAY,1326.144269,4,G,THROUGH,STEEL,MEDIUM,F,4
