history,session,label
542,X z,8
544,elm z,8
545,findall findall man <1> cat <1> nn findall findall 1<GENSYM:9> <1> 1<GENSYM:9> <1> talk <1> cd <1> ll k <1> diff <2> k <1> cd cd <1> ll vi <1> vi <1> cd jove <1> bc bc findall nn z,8
546,z,8
547,emacs -nw z,8
548,cd <1> kk ll gdb <2> rm <1> gdb <1> wc -w <1> fg cd <1> make make make cd <1> make make <GENSYM:1>/scan -l -t <2> gdb <2> make <GENSYM:1>/scan -l -t <2> gdb <2> cd <1> make cd - make <GENSYM:1>/scan -l -t <2> gdb <2> make <GENSYM:1>/scan -l <1> make <GENSYM:1>/scan -l <1> gdb <2> man <1> fg make cd <1> make cd - make <GENSYM:1>/scan -l <1> gdb <2> make <GENSYM:1>/scan -l <1> make <GENSYM:1>/scan -l <1> <GENSYM:1>/scan -l -t <2> make make <GENSYM:1>/scan -l -t <2> <GENSYM:1>/scan -s -l -t <3> gdb <2> cd <1> make cd - make vi <1> make vi <1> make <GENSYM:1>/scan -l -t <2> <GENSYM:1>/scan -s -l -t <3> gdb <2> cd <1> cd <1> vi <1> make cd <1> make <GENSYM:1>/scan -s -l -t <3> gdb <2> z,8
549,exec -l -t <3>,8
550,exec -l <2>,8
551,telnet <2> z,8
552,ct ncftp <1> uc <1> ll k <1> ll ncftp <1> ncftp <1> ll z,8
553,elm z,8
554,X z,8
555,ct cd <1> ll ll k <1> mv <2> cp <2> cd cd <1> ll cd cd - k <1> nn c z,8
558,elm z,8
559,cd <1> ll make <GENSYM:1>/scan -l -t <2> <GENSYM:1>/scan -s -l -t <3> gdb <2> k <1> z,8
560,elm z,8
561,slirp,8
562,ct matlab unsetenv <1> matlab cd cd <1> ll ll <1> ct fg elm z,8
563,elm,8
564,X z,8
566,r <1> z,8
568,users who spy <1> uptime man <1> turnin -c -l <1> r -l <2> z,8
569,elm cd <1> cd <1> md <1> cd <1> cp <2> cp <3> cp <2> ll vi <1> m <1> fg elm vi <1> unsetenv <1> matlab vi <1> fg vi <1> elm <1> fg nn z,8
570,e elm cd <1> ll vi <1> hunt fg matlab talk <1> clear fg r <1> fg cd elm lynx z,8
571,elm lynx z,8
572,X z,8
573,z,8
574,elm <1> elm z,8
577,X z,8
580,ct kk ll md <1> xlock z,8
581,r <1> r <1> z,8
582,elm z,8
583,elm z,8
584,elm z,8
585,X z,8
587,elm cd <1> ll <1> af <1> ghostview <1> & z,8
588,ct ll ll ncftp <1> ll rm <1> ncftp <1> z,8
590,elm findall f <1> findall nn elm findall spy <1> date ps -gux z,8
591,elm z,8
592,elm nn findall rlogin -l <2> elm z,8
593,ct ll elm -f <1> ncftp <1> ll sz <1> sz -r <1> sz -r <1> man <1>,8
594,25 elm ct ll rm <1> ncftp cd cd <1> ll m <1> ct ncftp <1> ll sz <1> sz <1> elm findall ncftp <1> elm ncftp <1> findall w <1> talk <2> f <1> r <1> mesg <1> talk <1> lynx lynx echo <1> stty -a stty <2> stty -a lynx elm nn elm nn elm oed <1> elm,8
595,w <1> z,8
596,elm findall elm z,8
597,slrp elm 25 elm setenv <2> stty <4> elm slrp,8
598,elm findall z,8
599,elm stty -a stty -a reset elm findall elm <1> elm elm elm cd <1> vi <1> elm -f <1> %1 %2 fg newalias elm <1> cd findall elm elm findall w <1> talk <1> f <1> uptime elm findall cd <1> ll cd <1> ll m <1> rm <1> ll m <1> rm <1> ll ci -l <1> ll m <1> rm <1> ll cd <1> cd <1> ll m <1> ll <GENSYM:5>/scan -s -l -t -t -t -t <6> > & ! <1> & jobs nn jobs findall jobs f <1> f <1> cd <1> cd <1> <GENSYM:1>/scan -h <GENSYM:1>/scan -t findall elm jobs cd - cd <1> ll findall cd <1> ll cd <1> man <1> tar <3> ll com <1> ll findall talk <1> fg elm ll k <1> ll rm <1> cd <1> cd <1> ll k <1> ll k <1> sort -u <1> sort -u  <1> sort -u  <1> sort -u  <1> sort -u  <1> k <1> findall elm cd ps -guxwww rsh -guxwww <2> cd <1> cd <1> ll cd <1> ll k <1> ll gdb <2> rm <1> ll cd <1> ll <1> cd <1> ll <1> cd k <1> elm cd - cd <1> ll ll <1> cd <1> ll k <1> grep -c <2> grep -c <2> cd elm findall elm w <1> f <1> talk <1> z,8
600,z,8
601,cd <1> ll ll <1> cd <1> ll rm <1> md <1> ci -l <2> emacs -nw <1> uptime fg cd elm z,8
602,make jobs ps ps -g kill <1> ps -g <GENSYM:1>/scan -l -t <2> <GENSYM:1>/scan -s -l -t <3> <GENSYM:1>/scan -s -l -t <3> uptime findall z,8
603,X elm z,8
605,elm z,8
607,cd <1> m <1> ll <1> m <1> m <1> cd <1> ll md <1> mv <2> ll matlab k <1> fg ll fg ll cd ct ll md <1> cd <1> cd cd <1> cp <3> ct cd <1> ll k <1> <GENSYM:10>/scan -h <GENSYM:10>/scan -l -w -m -c <4> > & ! <1> ll k <1> k <1> cat <1> cd cd <1> cd <1> ll k <1> nice <2> > & ! <1> & m <1> man <1> nice <2> > & ! <1> & m <1> nice <2> > & ! <1> & m <1> ll jobs spy <1> ps -gux ps -guxwwww ps <GENSYM:11>/ps man <1> <GENSYM:11>/ps -l man <1> man <1> man <1> man <1> z,8
608,cd <1> ll emacs -nw <1> z,8
609,cd <1> man <1> man <1> man <1> make cd <1> make make make make <GENSYM:1>/scan -h <GENSYM:1>/scan -l -c -m <3> man <1> make make <GENSYM:1>/scan -l -m -c <3> ll k <1> ll make <GENSYM:1>/scan -l -m -c <3> <GENSYM:1>/scan -l -m -c -t <4> ll k <1> make <GENSYM:1>/scan -l -m -c -t <4> make <GENSYM:1>/scan -l -m -c -t <4> k <1> make <GENSYM:1>/scan -l -m -c <3> make <GENSYM:1>/scan -l -m -c <3> <GENSYM:1>/scan -l -w -m -c <4> cd <1> cp <3> ct <GENSYM:10>/scan -h <GENSYM:10>/scan -l -s -m -c <4> > & ! <1> ll k <1> cd - ll cd - cd cd <1> make ct <GENSYM:10>/scan -l -w -m -c <4> > & ! <1> m <1> ps -guxawww ps -guxwww z,8
610,sh sh man <1> man -s <2> nn ct k <1> ll cd cd <1> cp <2> ct mv <2> mv <2> matlab cd - cd <1> cp <2> ct fg z,8
611,25 f <1> elm findall | m oed <1> lynx <1> lynx <1> elm -f <1> elm findall man <1> z,8
612,vi <1> pgp -h mv <2> pgp <1> k <1> f <1> f <1> ll <1> f <1> > <1> finger <1> > <1> vi <1> pgp -h pgp -ka <1> pgp <1> m <1> rm <2> m <1> findall man -k <1> ll <1> ll <1> ll <1> z,8
614,elm ping <1> nslookup <1> nslookup <1> nslookup elm host <1> man <2> cat <1> k <1> findall elm vi <1> elm nn,8
615,25 slirp,8
616,elm findall cd <1> cd <1> ll ll <1> ll <1> cd <1> m <1> ll k <1> ll head <1> cd <1> cd <1> m <1> cd <1> cd <1> m <1> cd <1> k <1> cd <1> cd <1> ll ll <1> qu cd <1> ll <1> cd <1> ll m <1> ll m <1> grep -c <2> grep -c <2> k <1> cd,8
617,elm elm jobs w <1> man <1> man <1> whodo whodo -l spy <1> spy <1> cd <1> ll k <1> ll k <1> k <1> ll dc <1> cd <1> ll vi <1> k <1> fg make cd <1> ll rm <2> ll <GENSYM:12>/scan -h <GENSYM:12>/scan -s -l -m -w -c -w -c -w -c <9> > & ! <1> & jobs uptime cd findall elm jobs uptime nn elm elm <1> jobs ll <1> k <1> ll <1> which <1> vi <1> m <1> mv <2> vi <1> chmod <2> vi <1> which <1> ll <1> touch <1> rm <1> rm <1> touch <1> fg bg man <1> mv <2> f <1> pwd mailx <1> elm cat <1> m <1> cd <1> k <1> cd <1> ll k <1> cd mailx <1> elm cat <1> m <1> vi <1> mailx <1> cat <1> cat <1> cat <1> vi <1> elm -f <1> vi <1> jobs uptime m <1> m <1> mailx <1> ll <1> ll <1> elm ll <1> mailx <1> elm f <1> f <1> f <1> elm cat <1> cat <1> cat <1> cat <1> f <1> cat <1> cat <1> mailx <1> elm cat <1> jobs cd <1> ll k <1> k <1> ll cd <1> cd <1> vi <1> talk <1> talk <1> push cd vi <1> newalias elm pop cd <1> ll k <1> ll k <1>,8
618,X z,8
620,elm z,8
622,rm <1> z,8
623,X z,8
626,w ps -guxa cd <1> ll cd <1> ll push cd <1> ll cd <1> ll cd <1> ll cd <1> ll k <1> top ll k <1> cd rm <1> cd <1> ll cd <1> ll cd <1> ll ghostview <1> & tput <1> cd pop ll cd <1> cd <1> ll k <1> ll m <1> m <1> ll cd <1> ll emacs -nw z,8
627,elm z,8
628,cd <1> ll k <1> k <1> ll k <1> k <1> f <1> ll k <1> wc -l <1> l ll ll <1> cd <1> m <1> m <1> gdb <2> cd <1> ll cd <1> ll cd - cd pop cd <1> cd <1> cd <1> ll gdb <2> cd <1> find -name -print <2> | xargs <1> ll cd <1> make ll rm <2> md <1> cd <1> cp <2> ll cp <1> cp <2> ll <GENSYM:12>/scan -h <GENSYM:12>/scan -s -l -w -m -t -c -w -c <8> > & ! <1> & ll z,8
629,w <1> spy <1> findall f <1> spy <1> w <1> talk <1> w <1> ps -0guxa | grep <1> ps -guxa | grep <1> f <1> date z,8
630,elm ll <1> cat <1> cat <1> cat <1> traceroute <1> f <1> cat <1> ncftp <1> ncftp -u <1>,8
631,elm elm -f <1> cd <1> m <1> m <1> cd <1> ll cd <1> ll ll <1> cd <1> m <1> cd <1> ll ll <1> m <1> m <1> ll m <1> ll <1> ll <1> m <1> cd elm elm -f <1> elm uptime cd <1> m <1> ll <1> elm <1> m <1> ll <1> m <1> cd f <1> elm,8
632,X z,8
633,cd <1> push cd cd <1> vi <1> newalias cal elm z,8
634,z,8
635,elm elm <1> f <1> elm -f <1> elm -f <1> cd <1> grep -li <2> | m f <1> f <1> cd vi <1> findall telnet <2> cat <1> f <1> z,8
636,spy <1> ll <1> m <1> z,8
637,cd <1> cd <1> ll cd <1> m <1> ll m <1> cd <1> ll ll <1> m <1> m <1> ls -1 <1> | wc -l ll cd <1> ll cd <1> ll m <1> ll <1> cd <1> m <1> cd <1> ll cd <1> m <1> ll cd <1> m <1> ncftp <1> m <1> m <1> m <1> z,8
638,elm <1> mailx <1> z,8
639,X z,8
641,locate <1> nn cd <1> m <1> findall man <1> m <1> m <1> m <1> ll <1> m <1> m <1> findall cd stat ll <1> ll <1> man <1> <GENSYM:13>/snoop z,8
642,elm z,8
644,X z,8
646,r <1> z,8
648,xlock -mode <1> z,8
649,z,8
650,elm,8
651,cd <1> m <1> date z,8
652,cd <1> m <1> date cd elm -f <1> findall cd - m <1> ll ll <1> z,8
653,elm z,8
654,elm findall cd <1> m <1> ll <1> m <1>,8
655,screen f <1> elm ll <1> m <1> fg cd <1> m <1> ll <1> cd z,8
656,elm findall f <1> nn <GENSYM:14> <1> cd <1> m <1> z,8
657,elm findall cd <1> ll cd <1> m <1> ll <1> cd nn nn elm cd <1> m <1> ll <1> fg elm -f <1> elm -f <1> fg m <1> z,8
658,25 slrp,8
659,f <1> findall m <1>,8
660,elm f <1> f <1> elm uptime cd <1> m <1> m <1> ll <1> nn findall cd <1> ll cd <1> ll m <1> cd <1> ll tar <2> uid grep <2> ll k <1> ll cd - cd cd <1> ll cp <2> tar <2> ll com <1> cd <1> ll make <1> rm <1> ll m <1> f <1> f <1> f <1> f <1> ll k <1> elm <1> elm elm -f <1> cd <1> ll cd <1> ll vi <1> k <1> fg ll <1> findall m <1> cd <1> ll <1> uptime users f <1> nn elm f <1> ll cd <1> emacs -nw ci -l <1> fg rlogin -l <2> rlogin -l <2> rlogin -l <2> m <1> cd <1> cd <1> ll m <1> rlogin -l <2> elm ntalk <1> talk <1> talk <1> m <1> ll <1>,8
661,X z,8
664,z,8
665,r <1> z,8
666,elm elm z,8
667,X z,8
668,cd <1> m <1> ll <1> ll <1> ll <1> m <1> ll <1> cf cd findall elm -f <1> z,8
671,elm z,8
672,elm -f <1> elm -f <1> cd <1> ll emacs -nw <1> cat <1> > <1> cat <1> > <1> fg kk ll fg ll <1> fg ll rm <2> m <1> ll m <1> m <1> findall m <1> ll <1> ll <1> m <1> ll <1> jobs ps -guxa ps -gux ps -guxwww elm findall m <1> m <1> ll <1> z,8
673,X z,8
674,z,8
676,elm z,8
677,cd <1> m <1> m <1> ll <1> cd <1>,8
678,X z,8
680,elm z,8
681,man <1> findall nn findall findall z,8
683,cd <1> emacs -nw z,8
684,cd <1> ll cd <1> ll ncftp -u <1> ll k <1> k <1> ci -l <2> k <1> k <1> ll ll <1> ll <1> ll <1> k <1> k <1> man <1> k <1> k <1> vi <1> vi <1> m <1> k <1> k <1> k <1> k <1> k <1> k <1> k <1> k <1> ncftp -u <1> z,8
685,elm z,8
686,cd <1> cd <1> ll cd <1> ll m <1> ll <1> ll <1> man <1> elm cd <1> ll k <1> make <1> ll k <1> ll <1> k <1> make <1> make <1> make make make > & ! <1> k <1> vi <1> k <1> k <1> findall z,8
687,X z,8
689,elm man <1> pgp -kvc pgp -kvc cd <1> ll m <1> grep <2> cd pgp -h elm z,8
690,vi <1> pgp -ka <1> ph <1> ph <2> pgp -kvc pgp -ks <1> pgp -ks -u <2> pgp -kvv pgp -kxa <1> k <1> mailx <1> < <1> rm <2> pgp -kva pgp -kv pgp -kvv pgp -kxa <1> mv <2> ll <1> chmod <2> pgp -kvv pgp -kv <1> pgp -ka <1> m <1> rm <1> pgp -kvv ll <1> pgp -kxa <1> cp <2> ll <1> diff <2> ph ph <2> f <1> f <1> elm z,8
692,cd <1> vi <1> f <1> f <1> cd cd <1> ll <1> m <1> ll <1> uptime cd <1> k <1> ll ll <1> ll <1> ll <1> cd <1> ll z,8
693,X z,8
694,f <1> f <1> ispell grep <2> grep <2> grep <2> grep <2> z,8
695,elm z,8
696,vi <1> mv <2> chmod <2> ph <3> ph <3> ph <1> ph <3> pgp -ka <1> pgp -kcv pgp -kvc rm <1> pgp -ks -u <2> pgp -ks -u <2> pgp -kxa <1> k <1> mailx <1> < <1> rm <1> k <1> pgp -ka <1> pgp -kxa <1> mailx <1> < <1> rm <2> ll m <1> rm <1> k <1> rm <1> ll rm <1> pgp -ka <1> pgp -ka <1> rm <2> ll k <1> rm <2> ll pgp -kxa <2> ll <1> ph ll rm <1> ct vi <1> pgp -ka <1> rm <1> pgp -kvv ll pgp -kxa <1> m <1> rm <1> ll pgp -kv f <1> f <1> cd cd <1> ll cd <1> ll cd <1> cd <1> ll cp <2> cd cd <1> vi <1> ll chmod <2> fg vi <1> ct pgp -kx <1> m <1> man <1> cd - vi <1> cd - ll rm <1> pgp -kx <1> m <1> cd - fg vi <1> vi <1> cd <1> pgp -kx <2> m <1> cd - ll pgp -kv f <1> cd pgp -ks <1> pgp -kvc ct pgp -kx <1> m <1> mailx <1> < <1> rm <1> ll rm <1> ll pgp -kv pgp -kvv cd cd <1> ll cd <1> ll ispell <1> vi <1> cd <1> vi <1> cd cd - cd <1> vi <1> vi <1> cd ct pgp -ka <1> pgp -kv pgp -kvv | m cd cd <1> pgp -kx <2> m <1> ph ct pgp -ka <1> pgp -kx <1> m <1> mailx <1> < <1> rm <1> pgp -kvc pgp -kvv | m ll pgp -ka <1> pgp -kvv | m cd cd <1> vi <1> vi <1> h ct ll rm -f <3> ll pgp -kx <1> mailx <1> < <1> rm <1> pgp -kvv <1> pgp -kvc <1> ll pgp -kx <2> m <1> pgp -kxa <2> m <1> pgp -kxb <2> m <1> ll man <1> ll pgp -ka <1> pgp -kvv <1> ct cd cd <1> pgp -kx <2> m <1> ct pgp -kvv <1> pgp -ka <1> pgp -kvv <1> pgp -kvv ll rm <2> vi <1> pgp -h pgp -s <1> ll k <1> ll m <1> pgp <1> ll m <1> mv <2> pgp <1> m <1> rm <3> ll rm <1> ll unrm vi <1> pgp -s <1> m <1> m <1> grep <2> grep <2> z,8
698,cd <1> emacs -nw k <1> k <1> k <1> k <1> fg z,8
699,cd <1> cd <1> k <1> k <1> k <1> k <1> f <1> k <1> pgp -kv k <1> make <1> make make k <1> make k <1> make make make make make make make make make k <1> make g++  <1> | k grep <2> grep <2> m <1> grep <2> k <1> make make k <1> make make make make make ll cd <1> ll <GENSYM:12>/new_scan -h <GENSYM:12>/new_scan -l -m -d -c <2> cd <1> make cd - <GENSYM:12>/new_scan -l -m -d -c <2> ll m <1> cd <1> make cd <1> ll <GENSYM:12>/new_scan -l -m -t -d -c <3> cd <1> make make cd <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> ll k <1> ll rm <1> cd <1> ll make cd <1> ll head -100 <1> > <1> head -100 <1> > <1> head -100 <1> > <1> ll <GENSYM:12>/new_scan -l -m -t -d -c <3> gdb <2> cd <1> make cd <1> rm <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> man <1> man -s <2> man -ss <2> man -s <2> cd <1> make cd - <GENSYM:12>/new_scan -l -m -t -d -c <3> cd <1> make cd - <GENSYM:12>/new_scan -l -m -t -d -c <3> cd <1> make cd - make cd - make cd - <GENSYM:12>/new_scan -l -m -t -d -c <3> <GENSYM:12>/new_scan -l -m -t -d -c <3> ll k <1> k <1> ll k <1> cd <1> k <1> k <1> make make make cd <1> h <GENSYM:12>/new_scan -l -m -t -d -c <3> wc -w <1> wc -w <1> cd <1> make cd <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> cd <1> make cd - <GENSYM:12>/new_scan -l -m -t -d -c <3> > <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> > & <1> k <1> gdb <1> z,8
700,exec -l -m -t -d -c <4>,8
701,X z,8
702,k <1> k <1> f <1> f <1> f <1> z,8
703,ps -guxa spy <1> elm z,8
704,c ct pgp -ka <1> rm <1> pgp -kx <1> mailx <1> < <1> pgp -kvv <1> pgp -kvv <1> pgp -kvc pgp -kvv <1> f <1> f <1> ph <2> ncftp <1> ncftp -u <1> ll pgp -ka <1> k <1> pgp <1> ll m <1> pgp -h pgp  <2> mv <2> pgp <1> pgp -h cd cd <1> pgp -kv <1> pgp -kr <2> pgp -kv <1> pgp -kv <1> pgp -kv <2> rm <1> ll pgp -kv <1> cp <2> ll unrm cd cd <1> ll cd <1> ll k <1> push cd <1> ll md <1> cd <1> ll vi <1> ll chmod <3> ll pop ll k <1> k <1> ll <1> k <1> ll k <1> cd - ll chmod <3>,8
706,cd <1> amcs -nw emacs -nw z,8
707,cd <1> ll cd <1> k <1> cd <1> make cd <1> <GENSYM:12>/new_scan -l <1> > & <1> k <1> k <1> k <1> cd <1> k <1> make cd <1> <GENSYM:12>/new_scan -l <1> > & <1> k <1> grep <2> k <1> cd <1> make cd - make <GENSYM:12>/new_scan -l <1> > & <1> k <1> cd <1> make cd - <GENSYM:12>/new_scan -l <1> > & <1> k <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> > & <1> k <1> cd <1> make cd - <GENSYM:12>/new_scan -l -m -t -d -c <3> > & <1> k <1> <GENSYM:12>/new_scan -l -m -t -d -c <3> > & <1> cd <1> make cd - make <GENSYM:12>/new_scan -l -m -t -d -c <3> > & <1> k <1> ll m <1> ll m <1> grep -c <2> m <1> <GENSYM:12>/new_scan -l -m -w -t -d -c <4> k <1> ll mv <2> matlab wc -l <1> z,8
708,X z,8
710,cd <1> emacs -nw z,8
712,cd <1> ll cd <1> ll k <1> ll <GENSYM:12>/scan -h time -l -t <3> bg cd <1> make vi <1> make make ll cd <1> ll k <1> diff <2> cd <1> make make cd <1> k <1> k <1> k <1> k <1> k <1> ll man <1> man <1> ar -ar <2> man <1> ar -car <2> man <1> m <1> ar -ru <2> ll cd <1> vi <1> make k <1> man <1> make make z,8
713,cd <1> ll cd <1> m <1> cd <1> ll k <1> ll k <1> k <1> cd <1> ll <GENSYM:12>/new_scan -l <1> elm elm z,8
714,X z,8
717,elm cd <1> ll cd <1> ll cd <1> ll k <1> cd <1> ll k <1> cd <1> ll ll <1> cd <1> ll cd <1> ll cd <1> ll ghostview <1> dvips <1> ghostview <1> cd <1> ll ghostview <1> bg k <1> k <1> elm <1> cd elm elm z,8
718,cd <1> emacs -nw z,8
719,cd <1> cd <1> k <1> cd <1> make k <1> make k <1> k <1> k <1> make make k <1> make make <1> make ll cd <1> ll <GENSYM:12>/new_scan -h <GENSYM:12>/new_scan -l  <2> man <1> man -s <2> man -s <2> man -s <2> man -s <2> man <1> man -s <2> cd <1> vi <1> cd - make cd <1> make cd <1> <GENSYM:12>/new_scan -h k <1> k <1> ll <GENSYM:12>/new_scan -l  <2> gdb <2> cd <1> make cd - <GENSYM:12>/new_scan -l  <2> cd <1> wc -l <1> k <1> k <1> k <1> make cd <1> <GENSYM:12>/new_scan -h ll rm <1> rm <6> ll rm <1> head -200 <1> > <1> tail -200 <1> > <1> tail -200 <1> > <1> ll <GENSYM:12>/new_scan -l -t  -d -x <3> ll m <1> m <1> ll matlab z,8
720,cd <1> k <1> make cd <1> ll <GENSYM:12>/new_scan -l <GENSYM:12>/new_scan -h <GENSYM:12>/new_scan -l -t -d -c <2> rm <1> cd <1> make cd - <GENSYM:12>/new_scan -l -t -d -c <2> ll k <1> k <1> ll <GENSYM:12>/new_scan -l -t -m -d -c <3> <GENSYM:12>/new_scan -l -t -m -d -c  -x <4> ll k <1> ll mv <2> mv <2> mv <2> spy <1> kill <1> spy <1> m <1> ll wc -l <1> wc -l <1> matlab unsetenv <1> unsetenv <1> matlab ll rm <4> ll rm <2> ll wc -l <1> head -3000 <1> > <1> head -6000 <1> > <1> tail -3000 <1> > <1> rm <1> tail -3000 <1> > <1> ll <GENSYM:12>/new_scan -h <GENSYM:12>/new_scan -l -t  -d -x <3> ll k <1> wc -l <2> sdiff <2> | m cd <1> make cd - time -l -t  -d -x <4> cd <1> maker make cd <1> ll <GENSYM:12>/new_scan -l  <2> ll k <1> elm <1> k <1> k <1> k <1> cd <1> ll mv <2> make cd <1> ll time -l  -t -x <4> cd <1> make cd - time -l  -t -x <4> cd <1> cd <1> k <1> cd - cd <1> gdb <1> cd <1> k <1> k <1> k <1> cd - gdb <1> ll gead -100 <1> > <1> head -100 <1> > <1> head -100 <1> > ! <1> head -100 <1> > <1> head -100 <1> > ! <1> ll fg cd <1> make file <1> file <1> ll gcc -g -o <GENSYM:15>/ -lqpl -lm <3> gcc -g -o <GENSYM:15>/ -lqpl -lgc -lm <3> k <1> ll cd <1> gdb <1> cd <1> vi <1> make cd <1> <GENSYM:12>/scan -l  <2> elm <1> ll m <1> cd <1> k <1> ll gcc -g <1> gcc -g --traditional <1> gcc -c -g --traditional <1> ll ra -ru <2> ar -ru <2> cd - cd <1> make make <1> make cd <1> <GENSYM:12>/scan -l  <2> gdb <1> cd <1> cd <1> amke make cd <1> <GENSYM:12>/scan -l  <2> cd <1> ll gcc -c -g <1> gcc -c -g <1> gcc -c -g <1> cd - cd <1> make cd <1> <GENSYM:12>/scan -l  <2> cd <1> make cd - <GENSYM:12>/scan -l  <2> cd <1> make cd - <GENSYM:12>/scan -l  <2> k <1> ll time -l  -t -d -x <4> > & ! <1> & nn ll k <1> ll sdiff <2> | m sdiff <2> | m cd <1> make cd - time -l  -t -d -x <4> > & ! <1> & gdb <2> cd <1> make make <2> cd - time -l  -t -d -x <4> gdb <2> <GENSYM:12>/scan -l  <2> rm <1> gdb <1> cd <1> make cd - <GENSYM:12>/scan -l  <2> gdb <2> z,8
721,X z,8
722,bc z,8
724,elm mount cd <1> ll cd <1> ll cd <1> ll cp <2> ll chmod <2> ll IslandDraw <1> IslandDraw <1> & f <1> r <2> telnet <2> z,8
725,eject cd <1> emacs -nw cal fg z,8
726,spy <1> spy <1> > <1> k <1> kill <1> spy <1> kill -HUP <1> spy <1> z,8
727,cd <1> cd <1> grep <2> grep <2> grep <2> make grep <2> make <1> make cd <1> ll <GENSYM:12>/new_scan -l  -t -d -x <3> cd cd <1> vi <1> newalias f <1> ph <1> ph <4> f <1> elm -f <1> newalias cd elm <1> findall elm fg elm -f <1> elm -f <1> findal findall cd - cd cd <1> ll k <1> rm <1> ll cd <1> make cd <1> <GENSYM:12>/new_scan -l  -t -x <3> push cd <1> ll k <1> cd - cd cd <1> ll k <1> pop ll k <1> wc -l <1> wc -w <1> z,8
728,exec -l  <3>,8
729,exec -l  <3>,8
730,exec -l  <3>,8
731,exec -l  <3>,8
732,exec -l  <3>,8
733,exec -l  <3>,8
734,elm uptime users man <1> frm -S <1> frm -q -S <1> frm -q -s -S <2> frm -s <2> elm elm -f <1> cd <1> ll cd <1> ll cd <1> ll md <1> grep <2> mv <2> cd <1> ll mv <2> ll <1> cd <1> mv <2> cd - ll emacs -nw elm fg,8
735,users X z,8
736,rm <1> f <1> z,8
737,elm z,8
738,cd <1> emacs -nw z,8
740,cd <1> ll md <1> cd <1> md <1> rd <1> md <1> cd <1> cd find -name -print <2> k <1> f <1> telnet <2> telnet <2> mv <2> ll cd - mv <2> mv <2> ll pgp -ke <1> pgp -ks <1> pgp -kv pgp -kvv <1> | m pgp -kvc <1> | m pgp -h ll emacs -nw <2> z,8
741,cd <1> pus push cd cd <1> ll af <1> vi <1> which <1> s <1> gv <1> vi <1> s <1> pop ll color-ls z,8
742,X z,8
744,elm cd <1> vi <1> cd elm xlock -mode <1> elm xlock -mode <1> elm z,8
746,cd <1> ll cd <1> ll vi <1> emacs -nw <1> mv <2> cd cd <1> ll m <1> vi <1> ll md <1> mv <4> ll <1> chmod <2> vi <1> ll ll <1> vi <1> ll cd <1> vi <1> cd cd <1> cd cd <1> vi <1> cd cd <1> pgp -kxa <2>,8
747,cd <1> ll cd <1> ll mv <2> vi <1> mv <2> gv <1> mv <2> vi <1> cat <1> letnet <2> telnet <2> man <1> man <1> cd m <1> r -l <2> cd - cd <1> cd <1> ll vi <1> cd cd <1> ll cd <1> ll md <1> ci -l <1> ll f <1> f <1> f <1> lname <1> f <1> man -k <1> man <1> vi <1> z,8
748,cd <1> cd <1> vi <1> make vi <1> make cd <1> ll <GENSYM:12>/scan -l  <2> gdb <2> dbx <2> cd <1> dbx <2> man <1> dbx <2> ll vi <1> make cd <1> <GENSYM:12>/scan -l -b <2> <GENSYM:12>/scan -l  <2> gdb <2> cd <1> findall nn make grep <2> make <1> vi <1> make vi <1> CC  <1> | k CC  -dM <1> man <1> vi <1> make CC  <1> | k make vi <1> make vi <1> make vi <1> push cd <1> cd <1> vi <1> k <1> k <1> CC  <1> | k CC -DDEBUG  <1> | k man <1>,8
749,findall elm -f <1> cd <1> ll k <1> cd <1> ll k <1> vi <1> cd elm findall findall elm <1> elm <1> uptime cd <1> l ll cd <1> ll md <1> cd <1> ll cd <1> cd <1> ll md <1> ci -l <1> ll cp <2> l ll vi <1> k <1> cd <1> k <1> k <1> vi <1> vi <1> k <1> fg k <1> fg vi <1> vi <1> vi <1> vi <1> cd <1> ll time -l -t -m -s -r -d -c -s -r -d -c <6> > & ! <1> ll m <1> cd <1> vi <1> cd <1> ll cd <1> ll wc -l <1> cd - cd <1> vi <1> cd <1> cp <2> cd - k <1> k <1> ll k <1> k <1> k <1> cd <1> cp <2> cd <1> ll ll cd <1> vi <1> ll <GENSYM:1>/runall.sh > & ! <1> & cd elm -f <1> cd - cd <1> cd - m <1> cd <1> sh -x -v <1>,8
