median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,label
58800,2.4961,16,1584,309,1011,268,35.6,0
287500,3.5417,52,1693,391,669,367,37.88,1
70700,2.4196,41,1164,211,476,171,36.95,1
181700,3.0125,23,4138,1171,3911,1068,34.2,0
113700,3.0354,23,2830,659,1554,654,37.96,1
224100,4.8013,36,2987,491,1360,497,33.84,0
351300,8.003,18,9117,1248,3280,1167,37.82,1
301300,5.2039,24,3422,596,1763,601,34.4,0
80700,4.0469,45,330,76,282,80,37.75,1
152600,5.0223,4,10002,1468,5439,1397,33.93,0
237400,5.7089,26,3635,567,1779,543,33.81,0
179400,5.0829,5,3201,532,2061,536,32.69,0
500001,8.9728,39,2125,295,862,303,34.14,0
170200,4.7283,11,2895,524,1633,534,38.44,1
165300,3.375,9,525,171,1257,165,33.74,0
225900,3.8936,13,1676,471,710,406,37.26,1
159700,2.1838,18,1639,491,2513,458,33.74,0
363500,5.5941,44,2298,388,849,360,33.97,0
132100,3.1786,41,428,111,585,139,33.98,0
376800,3.4236,52,4140,984,2030,892,37.78,1
96900,1.8833,23,642,203,265,84,39.02,1
316200,4.3232,28,4930,1381,2232,1321,37.75,1
323800,3.9097,52,2684,574,1395,549,37.76,1
387500,4.6197,21,3639,1002,1489,983,34.05,0
149100,2.6667,36,1599,345,1086,314,38.43,1
500001,13.947,29,9013,1117,2919,1061,34.11,0
225000,1.6389,24,1097,307,470,333,33.64,0
178800,3.4612,36,1191,266,718,248,34.22,0
87500,1.6098,52,1170,235,701,233,37.82,1
130100,4.1528,15,1474,235,768,238,35.34,0
500001,7.2651,36,3022,482,1278,494,33.88,0
349000,6.5764,17,1665,247,755,254,33.89,0
73000,2.5644,31,1607,336,817,307,35.35,0
244700,4.1012,17,2789,648,849,345,32.98,0
275400,4.1875,35,2053,369,1044,375,34.12,0
246200,4.0547,52,1580,337,1425,330,37.71,1
236200,4.0221,16,3010,580,1649,538,33.61,0
232200,5.0551,52,2178,421,940,423,37.89,1
53300,2.6477,32,671,166,856,114,35.13,0
163100,1.8929,38,867,243,950,235,33.98,0
72400,1.5823,18,5584,1303,2250,1158,34.12,0
234500,4.0417,32,1766,322,876,330,33.81,0
150000,3.9844,37,375,58,120,37,37.65,1
116100,1.5179,52,1420,355,1080,353,34.0,0
181300,2.2538,36,2933,881,2077,838,33.77,0
121000,2.3384,27,1608,503,2031,498,36.77,1
88700,2.2734,47,2161,440,966,360,38.09,1
182500,4.7772,34,1416,277,980,284,33.81,0
197400,4.5417,4,6487,1112,2958,1131,38.48,1
128100,2.6354,43,1531,357,1509,376,33.91,0
76500,2.793,17,3019,578,1538,545,40.42,1
300000,6.5851,26,1590,196,654,199,34.21,0
500001,10.1122,2,10008,1453,3550,1139,33.57,0
160300,3.4821,34,1489,326,1389,313,34.29,0
335600,7.0735,14,3851,534,2052,478,37.38,1
157600,2.2599,20,2271,602,992,520,32.75,0
190600,3.9766,47,904,154,310,144,38.45,1
180800,3.5625,17,2116,474,662,443,33.61,0
104200,0.716,39,246,57,316,52,37.96,1
111800,3.125,22,2626,631,1678,557,34.08,0
194100,3.9702,36,1266,228,606,239,37.7,1
253800,4.7708,44,348,79,154,73,37.5,1
129500,5.6485,26,1793,244,653,235,38.57,1
117600,2.87,33,2074,476,911,420,33.94,0
339800,5.8096,52,1382,230,708,279,37.76,1
342900,3.875,51,2812,621,1171,566,33.77,0
195500,3.2122,29,1699,399,1052,411,34.07,0
83800,1.6823,21,1432,328,933,336,39.13,1
94200,2.8438,38,1214,244,632,254,38.25,1
140600,2.8906,18,681,120,272,105,39.1,1
160900,3.6296,16,1718,467,896,475,34.2,0
169300,2.785,32,701,182,489,168,38.41,1
275900,5.6754,12,2007,397,1033,373,33.48,0
146200,1.7701,26,3042,1253,4812,1141,33.78,0
202300,1.7301,7,2063,670,1892,643,34.15,0
154000,2.9643,48,2278,477,1219,453,38.29,1
135500,4.4205,23,1945,362,1483,383,34.09,0
235900,3.84,42,876,216,713,203,37.7,1
128800,3.0199,20,3550,736,2229,681,34.08,0
249600,3.9688,21,3305,749,2459,701,37.28,1
300000,3.86,23,3499,722,1480,634,33.47,0
134100,5.0917,17,1605,258,748,262,38.58,1
308600,4.4583,36,2688,485,1064,449,37.88,1
350000,4.5074,36,2464,472,1111,457,33.74,0
110800,3.1204,44,2256,451,1057,426,38.1,1
190800,2.3958,37,848,202,314,205,37.68,1
108800,1.9583,7,1759,473,1064,328,34.1,0
144400,4.175,18,4813,849,2333,843,38.4,1
162900,2.6033,52,1503,298,690,275,37.84,1
163900,4.9783,15,2203,312,1051,311,37.99,1
98000,2.0547,35,1292,272,1183,272,32.69,0
132700,2.2847,33,2739,801,3423,741,33.93,0
283100,5.0162,19,3562,530,1607,505,36.6,1
407200,5.0774,34,3661,692,1608,656,37.54,1
248200,6.128,26,3842,609,1961,595,33.74,0
64500,2.7083,19,518,108,216,80,40.34,1
500001,4.9519,31,2836,490,1138,481,37.4,1
194400,4.8488,5,11976,2495,4327,2009,33.57,0
137500,1.9018,39,2840,826,1911,688,34.03,0
127300,2.63,52,1548,348,1131,343,34.07,0
85300,2.7792,18,1519,296,846,272,36.16,1
194900,2.8784,36,2233,605,1934,599,34.18,0
221100,2.6205,27,2863,711,930,533,35.35,1
192200,4.5234,34,1324,211,799,228,34.11,0
404500,3.5909,25,2740,707,1420,664,34.07,0
73500,1.8849,27,2991,637,1419,606,39.15,1
233700,3.625,22,1288,243,593,220,38.39,1
118800,2.3798,32,2837,617,1393,595,33.96,0
70000,1.8162,50,683,189,459,195,37.64,1
182800,4.4655,7,2810,464,1564,457,33.15,0
500001,10.8805,10,7665,999,3517,998,34.28,0
157700,3.1548,50,1842,377,817,341,34.01,0
247900,6.1805,32,1829,262,677,243,38.04,1
500001,8.6196,11,436,70,212,75,37.29,1
357900,5.0,15,1659,274,679,253,34.45,0
56900,1.586,14,3004,793,3535,735,36.61,0
302400,7.3769,16,2666,387,1227,347,33.71,0
125400,4.2037,23,2145,340,1022,349,38.67,1
386400,4.625,17,1343,203,511,185,37.03,1
175600,4.21,11,1472,261,1012,285,33.2,0
110500,3.4028,33,919,208,724,235,33.93,0
386700,7.7112,42,1253,225,492,224,34.14,0
137500,4.4519,32,1441,261,629,249,38.37,1
228700,5.6344,24,4759,921,3188,902,37.41,1
149400,2.3675,29,2265,813,3425,781,33.94,0
73700,2.6875,34,1441,294,695,275,35.35,0
500001,3.6728,25,1178,545,592,441,37.81,1
132100,2.9583,37,1586,283,675,305,33.95,0
86500,3.0954,19,3753,761,1952,738,40.55,1
417900,4.3542,42,2304,442,862,429,34.16,0
172600,3.1776,16,3907,671,1759,663,33.15,0
99700,2.1513,27,1621,363,909,345,37.93,1
72500,2.7601,25,1949,459,602,428,33.6,0
180800,5.144,27,489,98,403,97,33.85,0
308400,4.5313,25,3282,566,1244,483,38.27,1
288300,5.0081,13,2057,466,790,436,37.34,1
302200,3.4196,43,2361,489,824,470,32.76,0
288800,6.9737,31,2549,355,1044,362,33.77,0
100000,2.2132,23,395,70,166,52,36.72,1
233000,2.3625,42,1413,406,1027,362,37.73,1
136900,4.1518,22,2101,399,1551,371,32.58,0
209400,3.1106,11,2901,871,1659,789,34.16,0
246600,5.0145,21,9807,1614,4199,1554,34.23,0
65200,1.4511,32,1268,283,549,273,36.96,1
491200,4.3939,22,14034,3020,6266,2952,37.5,1
356700,6.8474,9,1143,179,647,180,34.15,0
164300,3.1354,26,2773,681,1560,631,33.96,0
88200,2.5234,35,861,148,381,138,34.13,0
155900,3.5511,17,2319,430,1126,372,38.65,1
191700,4.6437,21,2455,381,1094,327,34.14,0
84400,3.5179,33,146,31,75,31,38.36,1
190100,4.7,25,2990,450,1335,434,38.24,1
112500,2.5062,50,880,150,1148,148,38.66,1
115200,3.3833,20,1649,408,1729,362,37.29,1
174600,5.0346,16,1129,198,758,178,33.15,0
113500,2.6528,9,5782,1184,3026,1130,35.59,1
152400,3.6802,6,3797,984,2437,904,37.31,1
250300,6.2082,14,3335,440,1329,429,38.66,1
183700,3.4583,43,3046,557,1333,544,37.7,1
500001,3.9934,18,102,17,55,21,34.08,0
310900,5.4781,27,3121,531,1318,489,38.01,1
230600,3.2465,27,3239,671,1469,616,37.67,1
68500,1.4028,46,2194,563,924,542,36.76,1
267400,3.5,43,1145,230,586,254,37.53,1
145300,3.2083,21,1519,388,1203,366,33.87,0
282000,5.5381,36,1379,228,750,227,37.56,1
282100,3.3182,46,431,86,239,80,37.77,1
189800,4.3438,42,413,107,349,107,34.16,0
254400,5.5218,15,2576,418,1657,410,37.58,1
161700,2.9167,35,3451,713,1550,653,35.62,1
188800,2.1827,52,2259,537,957,520,38.45,1
500001,5.1023,25,2911,533,1137,499,32.86,0
94400,2.0625,19,2476,534,1355,463,38.68,1
342800,4.9583,35,1792,322,978,326,33.84,0
191500,4.4375,24,5106,1010,2310,957,34.26,0
209600,1.4036,31,2773,844,1358,794,35.28,1
235000,4.1902,42,1036,199,656,215,34.07,0
231400,5.6975,48,2122,385,926,362,34.18,0
130200,3.6389,4,1051,263,455,248,38.27,1
208200,3.8239,34,3413,693,2223,651,34.21,0
500001,9.272,40,2079,268,720,282,34.04,0
168600,2.825,41,1582,399,1159,378,34.22,0
228100,2.9899,52,2097,444,915,413,37.77,1
126900,5.0427,22,2607,411,1216,407,38.55,1
135500,4.7396,25,1287,224,727,236,38.73,1
156700,5.0839,25,3080,587,1558,510,34.73,0
208600,5.5292,16,3190,471,1414,464,34.11,0
436700,5.1514,19,3785,611,2198,610,37.11,1
71000,1.474,35,1235,369,1246,341,36.34,0
88800,2.2101,16,2534,557,638,244,39.86,1
341600,7.2634,12,14316,2045,5781,2007,37.77,1
120200,2.125,41,990,228,776,207,33.89,0
148200,2.1044,36,1514,453,1496,448,33.98,0
500001,6.7257,37,2295,332,933,332,37.45,1
375000,1.4554,52,1534,763,1520,614,37.78,1
137500,1.7348,43,1007,312,558,253,37.82,1
64800,2.125,31,265,55,186,55,34.48,0
231800,5.5061,17,1090,164,473,163,38.48,1
160700,2.4886,36,2796,1041,4033,944,33.94,0
251000,4.2083,14,1800,362,874,373,33.69,0
142500,4.4,22,678,137,336,103,38.53,1
176500,5.143,9,2370,424,1129,386,37.98,1
177100,3.1446,13,4175,1321,2257,1271,34.22,0
311800,6.101,42,1020,156,398,157,34.16,0
84600,3.4625,36,3113,576,1746,544,37.98,1
122600,3.0,16,3758,715,1777,615,38.09,1
198200,4.7813,30,2506,394,1255,421,33.94,0
500000,5.1155,35,1598,398,782,411,33.6,0
279800,6.5143,29,1223,215,633,204,33.67,0
195000,4.8862,26,1394,238,990,315,37.26,1
202800,4.3981,12,3247,579,1459,517,38.79,1
354100,3.9722,27,3931,933,1877,851,37.55,1
259500,6.1436,18,2739,393,1072,374,37.96,1
500001,4.625,32,1872,318,749,296,34.43,1
272400,6.0571,17,4575,764,2054,737,33.92,0
183900,3.5234,35,756,135,423,136,32.82,0
285800,3.9417,33,2023,425,1016,405,37.33,1
225000,2.75,5,949,287,497,244,33.64,0
292600,4.325,52,1732,305,875,311,34.17,0
55200,1.6486,26,1874,416,1834,432,36.63,0
262000,3.599,18,2814,539,1439,493,33.74,0
158900,5.1305,9,521,111,491,110,32.69,0
172100,4.25,37,2379,462,1327,445,33.93,0
191700,4.2679,25,2471,518,1539,500,33.84,0
225000,2.7917,40,626,164,337,150,36.6,1
108300,4.0909,38,300,47,154,51,38.69,1
113600,2.0089,44,1151,263,518,258,38.56,1
100000,2.543,15,2619,599,1513,537,32.81,0
191700,2.4167,28,1000,206,545,154,34.42,0
117200,2.8125,33,2101,468,1997,412,34.06,0
110600,1.9718,46,1480,358,1511,348,34.05,0
80200,3.6522,8,2875,548,1718,551,36.79,1
98100,2.4519,45,1423,278,822,276,34.02,0
253800,4.0313,39,869,173,406,165,36.62,1
48100,1.4432,27,1515,358,1178,309,36.34,0
192800,4.4637,31,2561,414,1204,435,34.11,0
132800,2.1638,26,2807,630,1785,580,32.78,0
196300,2.78,22,2300,539,1625,542,33.75,0
320800,4.1563,20,1577,363,764,333,33.47,0
319400,3.2222,24,1101,318,491,287,34.03,0
203700,4.5096,36,4682,899,2143,832,37.03,1
207100,4.2708,47,1088,190,558,166,37.71,1
79900,2.2875,37,736,148,339,140,38.07,1
500001,4.1717,33,7478,1678,2701,1500,34.11,0
330000,3.587,20,2200,393,996,365,35.33,1
139000,2.7308,45,1160,274,1095,269,33.8,0
187500,3.8929,34,1883,408,1227,424,33.79,0
448300,6.3406,41,2577,365,913,339,38.58,1
176300,3.6371,34,2275,375,1021,379,32.81,0
175900,2.1875,37,1761,409,1309,357,33.92,0
104200,2.595,29,4176,779,2092,741,37.05,1
162200,3.7279,36,1084,202,920,199,34.05,0
166800,4.0469,34,3580,684,2786,636,34.06,0
161200,2.5875,28,1038,252,912,245,33.92,0
153100,2.8889,11,1281,418,1584,330,34.12,0
156900,2.1157,41,2423,469,1813,466,32.8,0
158100,2.8821,28,6175,1449,5041,1408,34.04,0
76900,1.7778,52,1264,277,591,284,40.79,1
165400,3.0645,32,3028,811,2037,703,37.67,1
73500,3.5,52,504,96,295,97,37.42,1
118400,3.3261,16,4507,1049,2261,959,35.36,0
142400,3.0806,8,2027,480,1781,447,34.08,0
280300,6.2185,15,5392,895,2531,827,33.88,0
107200,3.3393,15,1248,234,529,216,38.5,1
183300,1.3365,23,1724,576,1336,542,34.01,0
98800,1.6033,19,1043,204,505,183,40.58,1
234500,2.0469,39,2602,802,2178,737,33.73,0
143500,3.1103,33,1039,256,1432,272,34.21,0
108000,2.895,49,857,196,694,228,33.99,0
97800,1.5817,20,1963,434,682,273,38.53,0
70500,2.3508,37,2868,574,2055,563,34.12,0
225900,4.0408,15,2755,519,1474,460,33.08,0
239800,3.8565,39,4402,894,2941,887,37.65,1
136400,4.5881,3,6484,1037,3295,1074,33.69,0
180600,3.4839,45,2179,401,1159,399,37.68,1
239600,4.7222,36,1428,268,825,250,33.84,0
265700,5.6223,24,2383,343,1146,341,37.26,1
204200,5.2699,8,7505,1089,3325,1016,37.98,1
122500,2.8274,43,2224,550,1598,545,33.99,0
204000,5.253,35,1074,180,442,173,32.82,0
195300,3.6217,20,1379,333,937,304,33.8,0
215800,3.075,29,2681,632,1652,620,36.98,1
500001,5.8371,35,2067,428,724,377,33.55,0
75800,1.4911,18,1411,330,494,227,40.75,1
265400,5.1702,18,2873,763,1243,663,37.76,1
273700,6.5217,52,1971,335,765,308,37.81,1
116400,1.9792,47,1551,362,1329,322,34.0,0
59400,2.1284,27,1839,442,2010,416,37.96,1
137000,1.8472,52,1477,300,1065,269,37.78,1
119200,1.9946,16,2247,502,1206,463,40.51,1
244200,5.2939,35,2707,446,1224,445,34.24,0
170000,2.68,30,1132,347,1433,341,33.93,0
280300,7.9294,18,1614,210,692,209,33.57,0
285000,6.213,50,309,47,121,45,34.21,0
102600,4.5938,8,3079,558,1572,474,33.65,0
120500,2.5104,38,2005,385,882,353,38.73,1
361600,4.2222,52,2959,683,1145,666,37.76,1
455300,8.3678,34,5683,755,1962,723,37.91,1
213400,4.4107,23,4166,756,2082,743,34.42,0
158000,5.0653,35,1580,266,926,282,33.93,0
217000,4.1205,36,1870,338,947,324,33.94,0
63700,1.9088,20,1402,287,1104,317,32.99,0
244300,6.5116,16,1644,251,1033,267,37.58,1
151100,1.8333,47,1989,532,1430,519,34.04,0
110800,2.8173,32,4251,848,2494,798,33.95,0
433800,8.3617,52,1368,231,737,248,34.06,0
72900,1.3365,26,1540,343,1007,338,37.94,1
108500,3.0972,40,519,102,330,95,33.88,0
452600,8.3252,41,880,129,322,126,37.88,1
467600,13.1107,17,1671,192,678,206,33.89,0
263300,4.605,16,3165,482,1351,452,33.36,0
266800,2.7266,28,4323,886,1650,705,35.36,1
500001,9.2298,25,4111,538,1585,568,37.31,1
72300,2.785,36,2507,466,1227,474,36.77,1
151500,3.5521,17,1787,463,1671,448,34.22,0
103000,3.2596,33,3126,627,2300,623,32.71,0
382100,3.8125,49,3382,787,1314,756,33.77,0
172600,4.1563,4,1897,331,915,336,34.66,1
93400,1.9425,36,1421,367,1418,355,32.69,0
96500,3.5542,43,2382,431,874,380,36.78,1
264800,6.6227,20,5032,808,2695,801,37.42,1
157300,2.5192,28,1686,417,1355,388,34.04,0
500001,7.9892,37,2524,398,999,417,37.91,1
139800,1.5,5,1126,316,819,311,34.13,0
315600,6.4266,5,18690,2862,9427,2777,34.02,0
231900,4.2167,52,982,197,653,171,37.72,1
159400,2.2303,25,1864,616,1710,575,33.97,0
96000,2.875,13,1999,375,750,308,37.46,1
187500,2.0972,36,1904,689,3561,632,37.33,1
229900,2.8125,46,1393,301,714,295,34.18,0
117700,3.1667,36,2598,514,1872,514,33.89,0
169600,2.8924,52,2351,459,1169,439,36.67,1
130800,4.4063,20,4213,751,2071,714,38.03,1
157400,4.233,34,2657,515,1948,532,34.32,0
94100,1.4329,21,847,278,1283,277,33.93,0
72700,2.1935,31,1606,354,1049,335,34.16,0
500001,8.5425,35,3574,485,1325,476,37.24,1
95800,2.7171,22,2163,436,1048,358,38.94,1
97500,1.575,43,1240,312,1100,311,33.98,0
78800,2.2583,18,754,161,247,107,40.89,1
292000,5.4171,52,2070,329,722,306,37.89,1
42500,0.8252,15,202,54,145,40,39.48,1
187500,3.5039,46,945,250,910,252,34.08,0
218200,3.8792,22,1391,338,810,295,33.8,0
87500,2.4881,29,1916,386,1019,314,36.06,1
146300,2.7216,32,2474,499,1224,461,33.12,0
137400,4.071,2,2701,530,1368,430,34.55,0
276700,2.825,39,1613,380,1113,356,33.99,0
180500,2.5119,37,778,205,850,198,34.08,0
155300,3.4421,31,3776,815,1886,799,32.79,0
276000,3.5893,35,1623,304,868,272,33.88,0
75800,2.0119,17,2786,559,1528,517,40.66,1
167600,3.1901,52,4220,908,3731,892,33.97,0
293700,5.0778,16,5603,938,3045,893,33.86,0
225400,0.9702,28,1087,423,807,425,33.65,0
500001,11.1978,32,8041,1141,2768,1106,34.1,0
223900,3.94,31,2647,539,1473,520,34.1,0
89300,4.0156,35,793,150,669,128,33.93,0
294500,6.019,42,1859,337,813,326,33.97,0
195800,3.6289,25,1759,404,1404,385,33.76,0
167800,3.2369,17,4814,1091,3013,1078,32.95,0
137900,2.8417,45,3032,631,1341,597,38.55,1
159200,3.1957,29,2387,570,1978,548,33.91,0
77100,3.1131,25,1321,295,396,278,33.6,0
173100,4.0524,52,2667,486,1681,504,34.17,0
181700,2.4038,46,2341,703,2371,648,34.07,0
265700,4.475,43,1454,234,683,258,37.94,1
96700,3.0,31,1599,318,794,303,39.76,1
164200,2.6678,34,3330,723,1592,656,32.77,0
250000,3.2411,52,2837,602,1164,551,34.06,0
434700,8.7591,4,7474,1037,2969,1007,33.5,0
500001,11.3421,4,2045,237,830,252,37.82,1
92600,1.2083,39,642,129,475,123,33.9,0
242000,2.7917,49,995,184,462,194,34.04,0
234800,2.9258,26,3433,873,1492,798,32.8,0
168800,2.0529,43,1073,344,660,279,32.72,0
154400,3.3068,50,1493,326,1000,323,34.18,0
64000,1.75,17,1708,459,633,312,38.96,1
80000,3.1964,18,1302,424,320,133,36.66,0
322200,5.6936,5,4921,1179,1810,1073,37.56,1
370400,5.3369,40,2124,370,998,372,34.15,0
181300,3.3409,8,5278,1575,2389,1371,33.68,0
114200,1.9779,49,1407,269,889,283,33.99,0
112500,1.1483,36,1833,688,1128,620,33.77,0
158100,4.9886,8,12106,1913,5810,1717,33.98,0
277700,5.3951,37,2607,534,1346,507,37.32,1
154200,1.75,27,471,132,315,96,33.81,0
105000,1.2286,28,1220,391,1286,396,32.75,0
286500,5.2415,12,12980,2568,8190,2515,37.38,1
190200,2.774,22,3902,845,1870,763,38.61,1
63100,1.7895,34,1288,344,846,293,37.97,1
189900,3.2301,23,2870,653,1680,598,33.84,0
57100,2.3373,21,3254,669,1548,545,34.88,0
282100,3.6635,36,1942,355,891,348,33.95,0
350000,4.7188,27,991,194,543,155,36.97,1
173900,2.5763,28,2127,625,3160,620,34.06,0
218800,2.6914,52,1769,372,849,365,37.86,1
225000,5.0929,41,1104,196,495,196,34.19,0
101200,3.5129,25,2336,406,1172,408,38.71,1
164700,5.7321,18,3646,534,1651,535,37.99,1
132000,2.45,42,946,272,1191,261,34.02,0
245500,2.9705,23,2474,594,1107,536,32.75,0
254200,2.9417,39,2196,582,1165,538,34.1,0
301500,5.3962,23,8642,1294,3594,1253,38.11,1
188500,4.9018,17,465,83,146,75,37.81,1
184000,3.045,26,4297,1037,3596,967,33.78,0
101800,1.4853,45,370,84,167,70,37.8,1
220700,6.6605,29,2465,327,859,315,38.03,1
500001,7.0285,45,1346,214,415,209,34.05,0
202200,4.4063,9,5774,1320,3086,1265,33.63,0
387800,4.8125,34,3712,667,1521,632,33.67,0
114200,1.685,44,917,224,666,220,33.99,0
47500,1.975,52,112,28,193,40,36.73,1
154800,5.0,20,3168,514,1390,490,38.13,1
444200,6.4468,43,2641,411,1011,444,33.83,0
500001,3.0185,17,921,189,434,219,34.61,1
103800,2.6214,7,2773,530,1374,505,37.4,1
67500,2.6493,17,711,254,327,227,32.76,0
156800,3.5462,19,2629,494,1444,503,33.14,0
335000,4.9643,37,334,54,98,47,37.85,1
75600,2.4559,28,1470,336,811,314,40.89,1
93100,3.2891,29,1637,297,753,270,40.77,1
168600,3.7466,29,2587,489,2115,475,33.86,0
398800,5.7248,39,5468,834,1782,712,36.55,1
336500,7.2494,6,8072,1050,3386,1062,37.71,1
230900,4.9231,8,1116,267,435,235,34.1,0
252800,3.5719,19,5471,1345,2828,1247,33.73,0
361800,3.5292,36,4366,1211,1912,1172,33.77,0
298400,2.7969,38,1578,399,879,388,37.48,1
111500,2.8438,21,3027,675,2018,642,38.37,1
151400,3.2813,33,2396,452,1391,465,37.96,1
100600,1.9194,27,4376,1003,2667,870,33.67,0
235600,6.0102,16,2084,315,1154,307,38.01,1
242700,4.5625,34,1735,318,1019,301,37.36,1
66800,1.2575,26,2177,638,1971,560,38.52,1
500001,5.0,42,1301,280,539,249,33.61,0
374000,8.2653,4,8974,1268,3754,1241,33.79,0
230000,4.2891,52,1892,415,1442,371,37.75,1
141100,3.5938,46,705,167,655,149,34.04,0
170300,6.759,4,6640,898,3121,902,35.33,0
241500,4.7813,21,3416,624,1862,595,36.88,1
60300,1.6378,26,2481,586,1445,498,36.21,0
420000,3.6373,52,2545,401,1004,372,34.04,0
224700,4.3269,35,1117,181,496,168,33.82,0
151500,3.0521,38,1560,301,1331,316,37.47,1
82100,3.3929,39,1105,180,408,166,39.48,1
104200,2.9167,34,1248,284,986,272,34.96,1
361400,6.235,44,1097,186,513,185,33.97,0
187500,2.1516,52,1254,469,895,456,37.78,1
295300,4.7891,22,3501,631,1297,581,32.85,0
216200,5.0605,24,1268,210,700,224,33.82,0
66300,1.5064,42,2978,694,1879,679,39.72,1
98000,5.0762,11,1751,316,765,296,35.54,0
175000,1.119,9,1160,368,735,325,33.83,0
460000,4.0153,25,2814,701,1139,658,34.05,0
122600,1.324,19,3635,1078,3127,1098,32.68,0
335700,4.6528,32,2676,484,986,473,37.9,1
173200,7.732,18,1859,251,747,256,34.15,0
233200,5.0761,35,4043,689,1832,662,37.93,1
84200,4.0673,35,1643,298,831,305,38.68,1
96000,3.1406,20,1075,214,529,196,40.95,1
79600,2.0938,39,1186,238,539,212,40.59,1
446600,6.4232,41,1527,279,746,285,34.01,0
180700,3.8465,17,7836,1624,4419,1526,34.1,0
101900,2.1864,17,2019,496,899,347,40.05,1
77400,1.7062,45,1750,371,847,354,37.26,1
500001,5.1923,44,2126,423,745,332,33.61,0
243400,5.7519,27,2091,336,1037,332,33.88,0
141400,4.7952,22,5201,865,3280,817,32.73,0
213000,3.7479,17,3386,729,1715,666,33.69,0
500001,5.8343,15,1036,149,395,157,32.95,0
248000,6.0368,22,3266,529,1595,494,34.29,0
160600,3.7917,36,2081,412,1931,373,37.47,1
143500,6.2575,15,1883,254,893,256,38.39,1
200000,2.4432,37,1442,501,998,503,34.09,0
101900,2.5848,52,1283,342,1363,329,33.99,0
220900,4.87,19,2899,499,1356,512,33.03,0
253800,7.1997,13,4867,718,780,250,34.28,0
151600,0.9304,24,873,320,529,308,34.0,0
133400,2.875,44,1788,368,933,329,37.95,1
146200,3.1375,11,1613,335,1617,342,36.86,1
294000,3.5048,13,2907,726,1573,694,33.87,0
85400,1.1346,42,819,233,899,228,33.93,0
208300,3.8547,17,2889,587,1931,510,33.39,0
309700,4.2955,45,1685,321,815,314,37.56,1
100000,2.1366,23,926,409,1856,408,33.92,0
173400,5.0893,25,1630,353,1546,371,37.47,1
88800,1.7262,36,1465,346,1147,324,33.92,0
334400,6.0774,29,488,63,161,62,38.43,1
94200,1.65,41,1510,410,1408,389,33.94,0
151400,2.8882,32,710,155,550,154,38.72,1
390500,8.8204,22,2272,278,933,305,34.12,0
116600,2.9712,52,3365,644,796,333,37.0,1
153100,2.3859,31,1453,404,1486,389,34.07,0
174600,3.3618,34,2358,498,1157,461,37.69,1
84900,3.5258,13,6301,1080,3840,1033,37.02,1
125000,2.1422,19,1573,471,844,414,32.81,0
162500,1.9571,15,1430,343,704,322,33.22,0
500001,7.1621,45,2743,390,974,400,37.48,1
99200,1.3042,45,1696,424,1502,429,33.98,0
457500,4.8021,22,3770,727,1657,762,37.37,1
500001,8.0755,52,2045,353,722,327,37.79,1
148800,3.7143,49,1141,239,505,184,38.53,1
119400,2.2596,33,1025,261,854,269,34.07,0
330500,4.3,34,1809,317,863,302,37.33,1
64700,2.0564,38,3065,658,1441,625,36.77,1
184900,4.1,27,1596,297,1703,289,33.71,0
82400,2.087,33,2985,591,1221,486,40.12,1
400400,5.9073,35,4127,689,1596,707,37.89,1
500001,9.8937,29,3752,468,1320,471,37.28,1
43500,2.6477,40,1178,244,586,187,36.32,1
110900,2.9647,16,10077,2186,3048,1337,33.85,0
63300,1.983,42,1239,251,776,272,35.35,0
329600,3.5302,52,2564,502,1092,459,37.76,1
92400,2.8966,29,2748,563,1619,525,38.58,1
500001,4.0833,34,1856,273,540,264,34.13,0
174200,5.3272,3,7520,1143,2878,1077,36.91,1
201600,3.8068,19,1752,328,873,336,38.11,1
131300,1.2864,40,2034,899,1257,797,33.77,0
243200,4.5714,26,1589,259,735,315,33.81,0
193800,5.359,16,349,74,120,43,32.97,0
274300,2.4835,43,2850,709,1510,670,34.16,0
217500,5.8362,32,1771,296,995,272,33.77,0
109400,2.2532,46,2273,495,1088,447,38.01,1
189700,3.425,28,1789,352,1347,330,33.86,0
189600,2.8625,21,2281,557,1510,460,33.82,0
155700,3.9167,35,5298,954,1933,918,38.58,1
176300,3.1441,33,3326,720,2533,689,33.9,0
239900,4.6071,14,3768,682,1884,664,35.28,1
110200,1.4464,30,962,291,1280,263,34.01,0
202500,3.0132,44,520,116,392,106,33.93,0
149600,3.2083,46,1582,315,777,286,33.99,0
225400,5.1795,37,1530,290,711,283,33.82,0
273000,4.9559,43,3045,499,1115,455,37.8,1
277200,4.8333,9,4759,924,1884,915,34.24,0
158800,2.375,20,4620,1042,1745,794,39.17,1
65100,1.5833,42,2242,521,1359,483,36.57,1
139100,2.2804,42,1558,458,1227,407,32.72,0
146900,1.995,8,1755,530,1687,511,33.37,0
136600,3.9812,9,3006,540,1102,418,38.75,1
443800,7.7072,34,1879,265,729,263,37.84,1
47500,1.5122,19,1524,448,960,386,36.79,1
372200,2.8569,52,2695,657,1243,573,37.78,1
52500,1.2404,52,314,57,178,66,36.7,1
81300,3.3095,33,2644,459,1113,483,41.74,1
187800,3.0465,34,2011,472,1087,423,33.91,0
239300,2.5667,40,2162,395,1010,332,34.52,1
129200,0.9437,52,188,62,301,72,38.44,1
