openml_task_id,openml_interval_start,openml_interval_end,openml_classifier_moa.WEKAClassifier_J48(1),openml_classifier_moa.LeveragingBag_HoeffdingTree(1),openml_classifier_moa.WEKAClassifier_SMO_PolyKernel(1),openml_classifier_moa.kNN(1),openml_classifier_moa.WEKAClassifier_OneR(1),openml_classifier_moa.LeveragingBag_kNN(1),openml_classifier_moa.OzaBoost_HoeffdingTree(1),openml_classifier_moa.HoeffdingTree(1),openml_classifier_moa.SGD(1),openml_classifier_moa.NaiveBayes(1),openml_classifier_moa.WEKAClassifier_REPTree(1),openml_classifier_moa.OzaBag_HoeffdingTree(1),openml_classifier_moa.SPegasos(1),meta_REPTreeDepth2ErrRate,meta_J48.00001.ErrRate,meta_NBErrRate,meta_MeanMutualInformation,meta_NBAUC,meta_DecisionStumpKappa,meta_HoeffdingDDM.warnings,meta_NoiseToSignalRatio,meta_RandomTreeDepth3AUC_K=0,meta_PercentageOfNumericAtts,meta_EquivalentNumberOfAtts,meta_HoeffdingDDM.changes,meta_ClassEntropy,meta_NaiveBayesDdm.changes,meta_NumNominalAtts,meta_REPTreeDepth3AUC,meta_MeanAttributeEntropy,meta_MeanKurtosisOfNumericAtts,meta_REPTreeDepth3Kappa,meta_J48.001.ErrRate,meta_NumNumericAtts,meta_ClassCount,meta_J48.00001.AUC,meta_PercentageOfBinaryAtts,meta_DecisionStumpAUC,meta_RandomTreeDepth1AUC_K=0,meta_REPTreeDepth2Kappa,meta_PositivePercentage,meta_J48.0001.ErrRate,meta_MinNominalAttDistinctValues,meta_RandomTreeDepth2AUC_K=0,meta_MeanMeansOfNumericAtts,meta_J48.0001.kappa,meta_MeanNominalAttDistinctValues,meta_J48.00001.kappa,meta_PercentageOfNominalAtts,meta_REPTreeDepth1Kappa,meta_NegativePercentage,meta_NumBinaryAtts,meta_NaiveBayesDdm.warnings,meta_MaxNominalAttDistinctValues,meta_J48.001.AUC,meta_J48.0001.AUC,meta_NBKappa,meta_REPTreeDepth1AUC,meta_NaiveBayesAdwin.changes,meta_REPTreeDepth3ErrRate,meta_DecisionStumpErrRate,meta_MeanStdDevOfNumericAtts,meta_Dimensionality,meta_REPTreeDepth2AUC,meta_StdvNominalAttDistinctValues,meta_HoeffdingAdwin.changes,meta_MeanSkewnessOfNumericAtts,meta_DefaultAccuracy,meta_REPTreeDepth1ErrRate,meta_J48.001.kappa,meta_NumAttributes,label
183,176000,177000,0.922893,0.92522,0.925774,0.922864,0.926316,0.92287,0.922695,0.923542,0.922887,0.923458,0.922893,0.923209,0.917277,7.5,7.5,8.5,0.005222,0.658078,0.0,0,-192.498731,0.608857,0.0,87.257258,0,0.455654,0,29,0.495897,-1.0,0.0,0.0,7.5,0,4,0.495897,0.666667,0.499697,0.495508,0.0,0.001,7.5,1,0.562444,0.0,0.0,2.241379,0.0,0.966667,0.0,0.925,20,0,5,0.495897,0.495897,0.008029,0.495897,0,7.5,7.5,0.0,0.03,0.495897,0.739458,0,0.0,0.925,7.5,0.0,30,8
2159,906000,907000,0.899275,0.985361,0.972813,0.963593,0.49273,0.963917,0.984571,0.977956,0.468138,0.986239,0.896209,0.984593,0.459509,26.6,9.5,2.7,0.39375,0.999405,0.350877,0,2.23596,0.925212,0.028571,6.151089,0,2.42199,0,33,0.930643,1.274158,-0.796979,0.7676,9.1,1,6,0.965539,0.028571,0.759305,0.780782,0.658469,0.061,9.1,2,0.892113,36.051935,0.885355,3.909091,0.880329,0.942857,0.347522,0.305,1,0,4,0.965226,0.966707,0.966065,0.783717,2,18.2,48.8,15.156358,0.035,0.910038,0.384353,4,0.069598,0.305,48.4,0.88541,35,3
2165,151000,152000,0.876487,0.918776,0.890309,0.885908,0.835428,0.885862,0.913638,0.905684,0.78702,0.876191,0.838151,0.910533,0.704368,16.4,15.0,13.5,0.045339,0.923966,0.354427,0,16.259147,0.795714,0.3,16.354186,0,0.741483,0,13,0.743623,0.782513,2.245243,0.402056,15.0,6,2,0.739451,0.65,0.638023,0.680467,0.462507,0.21,15.0,2,0.75695,47.68144,0.463519,2.0,0.463519,0.65,0.425368,0.79,13,0,2,0.739451,0.739451,0.606207,0.681043,0,17.1,18.2,27.931654,0.02,0.743255,0.0,1,1.099487,0.79,16.4,0.463519,20,1
177,671000,672000,0.834952,0.871914,0.862946,0.846057,0.801932,0.846433,0.863324,0.871693,0.848699,0.865082,0.832911,0.872027,0.846268,22.5,21.6,15.8,0.063111,0.922465,0.513778,0,13.061127,0.810353,0.0,-15.845156,0,-1.0,0,13,0.82662,0.887409,0.0,0.545814,20.9,0,5,0.75568,0.214286,0.759034,0.745764,0.522301,0.0,20.9,1,0.79801,0.0,0.52662,2.692308,0.516315,0.928571,0.513778,0.647,3,0,4,0.765109,0.765109,0.652148,0.797624,0,21.0,22.8,0.0,0.014,0.801053,0.751068,0,0.0,0.647,22.8,0.52662,14,4
2165,247000,248000,0.878298,0.920734,0.892669,0.886786,0.83727,0.886524,0.916544,0.908984,0.802367,0.877117,0.839488,0.914161,0.712782,15.9,15.3,12.7,0.046632,0.912177,0.451974,0,15.783426,0.781795,0.3,15.651267,0,0.729856,0,13,0.768804,0.782652,1.791016,0.490933,15.4,6,2,0.650397,0.65,0.68814,0.672388,0.377701,0.204,15.3,2,0.767157,47.571324,0.414744,2.0,0.414744,0.65,0.275935,0.796,13,0,2,0.63529,0.650397,0.618004,0.654892,0,15.9,15.3,28.903466,0.02,0.686419,0.0,0,1.04451,0.796,17.6,0.414894,20,1
2165,964000,965000,0.879864,0.925852,0.894905,0.887358,0.839801,0.886989,0.922612,0.91486,0.835935,0.877038,0.842132,0.920109,0.729617,19.2,17.0,14.5,0.042448,0.898384,0.256811,0,17.527486,0.814933,0.3,17.602317,0,0.747178,0,13,0.647046,0.786449,2.148669,0.256811,17.3,6,2,0.630713,0.65,0.703414,0.714095,0.256811,0.213,17.6,2,0.74658,48.377432,0.412695,2.0,0.388186,0.65,0.256811,0.787,13,0,2,0.683591,0.663979,0.582513,0.647046,0,19.2,19.2,29.043249,0.02,0.647046,0.0,0,1.094111,0.787,19.2,0.447065,20,1
192,711000,712000,0.442975,0.738553,0.462735,0.641407,0.128004,0.641989,0.692935,0.689177,0.107354,0.587772,0.451541,0.690982,0.16894,66.2,31.1,26.3,0.127783,0.953431,0.096248,0,6.545067,0.832365,0.0,25.958501,0,3.317051,0,24,0.882426,0.96413,0.0,0.509458,30.4,0,10,0.909067,0.96,0.715193,0.689116,0.260705,0.091,31.2,2,0.793538,0.0,0.6531,2.0,0.65418,0.96,0.09644,0.115,24,0,2,0.90421,0.904756,0.707497,0.72798,0,44.1,80.6,0.0,0.025,0.825431,0.0,2,0.0,0.115,80.7,0.662073,25,1
2150,266000,267000,0.491026,0.677888,0.725876,0.674708,0.2037,0.674865,0.700251,0.685367,0.179772,0.689584,0.495022,0.698978,0.123221,68.8,50.2,33.8,-1.0,0.937677,0.095614,0,-1.0,0.746495,0.979167,-1.0,0,3.319407,0,0,0.795683,-1.0,0.269871,0.321032,49.9,47,10,0.775706,0.0,0.653915,0.663224,0.235765,0.092,50.0,-1,0.7074,88.255087,0.444073,-1.0,0.441825,0.0,0.096652,0.111,0,0,-1,0.765236,0.772067,0.624319,0.649976,0,61.0,81.5,39.593288,0.048,0.75291,-1.0,1,0.728192,0.111,81.4,0.445324,48,9
199,584000,585000,0.842909,0.890976,0.847074,0.869323,0.678803,0.869568,0.875879,0.864297,0.83792,0.855373,0.842949,0.868441,0.786631,17.1,17.5,12.9,-1.0,0.847015,0.199613,0,-1.0,0.82685,0.75,-1.0,0,0.85681,0,0,0.810653,-1.0,-1.206649,0.595522,17.5,3,2,0.726637,0.0,0.685014,0.685014,0.539367,0.281,17.5,-1,0.806084,5.080508,0.534089,-1.0,0.534089,0.0,0.217428,0.719,0,0,-1,0.726637,0.726637,0.653323,0.64545,0,15.6,28.1,2.91728,0.004,0.751127,-1.0,0,-0.049657,0.719,28.4,0.534089,4,1
200,465000,466000,0.84453,0.891569,0.84732,0.867197,0.676266,0.867515,0.88329,0.87585,0.825135,0.860661,0.844094,0.88132,0.780191,25.6,18.9,17.0,-1.0,0.862506,0.317858,0,-1.0,0.817524,0.75,-1.0,0,0.965442,0,0,0.790886,-1.0,-1.194845,0.562843,18.3,3,2,0.785924,0.0,0.679576,0.679576,0.437746,0.391,18.9,-1,0.780293,5.032305,0.590969,-1.0,0.590969,0.0,0.314171,0.609,0,0,-1,0.811491,0.785924,0.631219,0.665132,0,20.8,33.2,2.88576,0.004,0.71787,-1.0,0,-0.02026,0.609,33.2,0.609482,4,1
196,73000,74000,0.657919,0.838378,0.493757,0.890014,0.383324,0.890041,0.727432,0.688703,0.165743,0.520446,0.625784,0.719365,0.203878,62.4,33.5,50.2,-1.0,0.766287,0.08758,0,-1.0,0.673548,0.909091,-1.0,0,2.215072,0,0,0.655583,-1.0,0.418801,0.200402,32.3,10,5,0.833571,0.0,0.575436,0.571564,0.142989,0.093,32.7,-1,0.625051,0.493957,0.5754,-1.0,0.563327,0.0,0.073715,0.306,0,0,-1,0.825238,0.827368,0.335384,0.566272,0,58.4,64.9,0.335407,0.011,0.608582,-1.0,1,-0.081963,0.306,65.7,0.581004,11,2
2163,860000,861000,0.83602,0.891557,0.875124,0.84501,0.758174,0.845466,0.883603,0.878338,0.778925,0.866894,0.831578,0.887851,0.602923,23.2,20.0,12.3,-1.0,0.940947,0.484715,0,-1.0,0.880063,0.928571,-1.0,0,0.983708,0,0,0.840614,-1.0,-0.387342,0.561449,18.6,13,2,0.825279,0.0,0.748428,0.748428,0.518522,0.425,20.0,-1,0.817688,45.878917,0.592294,-1.0,0.592294,0.0,0.490355,0.575,0,0,-1,0.846402,0.825279,0.748106,0.746905,0,21.0,25.2,8.385311,0.014,0.802672,-1.0,0,0.401622,0.575,25.1,0.615663,14,1
177,434000,435000,0.835032,0.871464,0.86289,0.846276,0.801811,0.846582,0.865039,0.870968,0.844184,0.865097,0.832743,0.871471,0.841393,20.6,19.5,16.0,0.063347,0.923779,0.553703,0,12.765074,0.838412,0.0,-15.786067,0,-1.0,0,13,0.815749,0.871976,0.0,0.578233,19.5,0,5,0.797278,0.214286,0.763012,0.763012,0.553703,0.0,19.5,1,0.841538,0.0,0.583597,2.692308,0.583597,0.928571,0.553703,0.611,3,0,4,0.797278,0.797278,0.662967,0.763012,0,19.6,20.6,0.0,0.014,0.763012,0.751068,0,0.0,0.611,20.6,0.583597,14,4
197,843000,844000,0.222081,0.554765,0.255254,0.84016,0.246195,0.840098,0.000596,0.324305,0.166711,0.291731,0.220493,0.374694,0.186925,58.7,36.8,44.0,-1.0,0.788471,0.100314,0,-1.0,0.714548,0.909091,-1.0,0,2.227885,0,0,0.706851,-1.0,0.278108,0.282797,35.2,10,5,0.800187,0.0,0.59624,0.584447,0.211336,0.093,35.3,-1,0.689698,0.489596,0.542809,-1.0,0.523291,0.0,0.143914,0.3,0,0,-1,0.788076,0.80041,0.431955,0.622114,2,53.9,64.7,0.339262,0.011,0.670359,-1.0,1,0.039462,0.3,61.9,0.542458,11,10
190,660000,661000,0.647779,0.872626,0.716753,0.832599,0.514008,0.833549,0.842445,0.811458,0.715056,0.774779,0.664312,0.821463,0.90851,32.3,25.3,8.5,-1.0,0.947563,0.336253,0,-1.0,0.779027,0.909091,-1.0,0,-1.0,0,0,0.769966,-1.0,-1.190084,0.453367,24.5,10,5,0.774689,0.0,0.677165,0.657534,0.357705,0.0,24.5,-1,0.730625,0.498744,0.508597,-1.0,0.493518,0.0,0.358323,0.514,0,0,-1,0.778446,0.78094,0.829704,0.674875,0,27.2,33.1,0.287892,0.011,0.739618,-1.0,0,0.00016,0.514,32.1,0.508817,11,6
188,208000,209000,0.666177,0.936732,0.677742,0.918172,0.661258,0.918249,0.908196,0.85256,0.723957,0.718258,0.643225,0.873297,0.898057,10.0,2.0,12.9,0.01716,0.945417,0.678865,12,-59.27628,0.794545,0.30137,-58.27628,7,-1.0,7,50,0.958462,-1.0,0.482109,0.863321,2.0,22,10,0.974629,0.60274,0.827579,0.705688,0.738273,0.0,2.0,2,0.749721,2.40261,0.952857,2.3,0.952857,0.684932,0.678865,0.712,44,11,7,0.974629,0.974629,0.700276,0.827553,0,5.6,12.1,0.058198,0.073,0.833371,0.909137,0,-0.024256,0.712,12.1,0.952857,73,1
196,419000,420000,0.663655,0.879531,0.487319,0.892564,0.38179,0.892671,0.825717,0.777148,0.166798,0.520155,0.636336,0.826364,0.185112,58.9,32.3,48.1,-1.0,0.785239,0.125225,0,-1.0,0.726789,0.909091,-1.0,0,2.19257,0,0,0.699046,-1.0,-0.146071,0.248694,31.0,10,5,0.826667,0.0,0.570907,0.571284,0.19388,0.081,31.7,-1,0.617602,0.497916,0.586826,-1.0,0.580817,0.0,0.124583,0.307,0,0,-1,0.81838,0.821892,0.357945,0.567745,0,54.7,64.1,0.335383,0.011,0.660939,-1.0,0,-0.018192,0.307,64.0,0.593671,11,2
192,155000,156000,0.705481,0.739051,0.72141,0.642455,0.180776,0.642936,0.737026,0.736929,0.100192,0.740128,0.716724,0.740026,0.168436,66.3,29.8,25.9,0.127654,0.952969,0.10055,0,6.547087,0.851996,0.0,25.970289,0,3.315221,0,24,0.880101,0.963419,0.0,0.507527,29.8,0,10,0.901094,0.96,0.720435,0.687698,0.259488,0.087,29.8,2,0.797174,0.0,0.668644,2.0,0.668644,0.96,0.10055,0.116,24,0,2,0.901094,0.901094,0.711974,0.720435,1,44.2,80.0,0.0,0.025,0.820258,0.0,4,0.0,0.116,80.0,0.668644,25,3
2133,315000,316000,0.603405,0.811193,0.780247,0.690905,0.270633,0.693877,0.845861,0.829994,0.100278,0.831756,0.612041,0.840687,0.193127,62.9,40.1,21.3,-1.0,0.974523,0.107565,0,-1.0,0.783519,0.987013,-1.0,0,3.316391,0,0,0.846679,-1.0,-0.260797,0.429128,40.8,76,10,0.837295,0.0,0.708927,0.650897,0.294889,0.085,40.8,-1,0.743561,0.131966,0.546118,-1.0,0.553783,0.0,0.106505,0.112,0,0,-1,0.806589,0.822126,0.763082,0.707263,6,51.2,79.5,0.067261,0.077,0.800793,-1.0,4,0.498166,0.112,79.6,0.546067,77,5
190,593000,594000,0.65321,0.872532,0.727572,0.832101,0.508377,0.833029,0.848779,0.822544,0.72138,0.792545,0.671012,0.831953,0.908741,31.0,26.3,10.8,-1.0,0.941844,0.364092,0,-1.0,0.757494,0.909091,-1.0,0,-1.0,0,0,0.769547,-1.0,-1.191959,0.481462,23.9,10,5,0.742,0.0,0.697332,0.651699,0.379441,0.0,26.5,-1,0.740809,0.500729,0.468469,-1.0,0.472417,0.0,0.36307,0.515,0,0,-1,0.765973,0.74043,0.783597,0.714111,0,26.0,31.7,0.28875,0.011,0.753688,-1.0,0,-0.000665,0.515,31.9,0.522229,11,6
2154,138000,139000,0.863576,0.882453,0.85541,0.860273,0.846396,0.86,0.871158,0.871144,0.615381,0.830655,0.852252,0.87746,0.542173,14.9,14.9,15.4,0.093011,0.915864,0.703487,0,13.074057,0.89964,0.375,10.650458,0,0.990605,0,9,0.865267,1.309036,5.02859,0.706134,14.9,6,2,0.850728,0.25,0.850728,0.839227,0.703487,0.443,14.9,2,0.882566,237.121447,0.703487,4.555556,0.703487,0.5625,0.703487,0.557,4,0,14,0.850728,0.850728,0.683559,0.850728,0,14.7,14.9,961.340094,0.016,0.850728,4.186619,0,1.891166,0.557,14.9,0.703487,16,1
2162,78000,79000,0.830089,0.879089,0.869253,0.848443,0.754696,0.848557,0.872228,0.867987,0.628342,0.867861,0.81257,0.869899,0.51757,25.5,23.2,13.3,0.117035,0.938983,0.479292,0,8.758224,0.852242,0.428571,8.903546,0,1.042025,0,7,0.822442,1.142052,0.182202,0.541851,22.8,6,5,0.802307,0.214286,0.74719,0.710596,0.488906,0.001,23.2,2,0.818558,96.968471,0.540717,2.714286,0.540717,0.5,0.479292,0.54,3,0,4,0.806869,0.802307,0.732747,0.755029,0,22.8,25.9,17.522154,0.014,0.759385,0.755929,0,0.505754,0.54,25.9,0.548787,14,1
2167,802000,803000,0.742359,0.889204,0.872575,0.830138,0.521486,0.829995,0.87909,0.870712,0.567858,0.846071,0.746726,0.885894,0.552001,35.0,31.0,19.1,-1.0,0.956031,0.353004,0,-1.0,0.806578,0.97561,-1.0,0,1.583402,0,0,0.844647,-1.0,-0.452774,0.567152,28.2,40,3,0.827197,0.0,0.690235,0.69795,0.472424,0.312,28.2,-1,0.775562,0.900621,0.576965,-1.0,0.534213,0.0,0.357648,0.348,0,0,-1,0.80875,0.829346,0.713688,0.699526,0,28.8,43.4,1.265065,0.041,0.807711,-1.0,0,0.026022,0.348,43.1,0.57662,41,1
122,764000,765000,0.935353,0.955974,0.924175,0.859412,0.673546,0.861179,0.951014,0.949672,0.888329,0.850932,0.932745,0.9514,0.916536,31.9,10.6,19.5,0.016203,0.892276,0.295072,0,-62.718815,0.767035,0.0,61.718637,0,0.999997,0,36,0.888046,-1.0,0.0,0.724083,9.5,0,2,0.907944,0.918919,0.644013,0.673495,0.361821,0.499,10.6,2,0.696645,0.0,0.788033,2.055556,0.788033,0.972973,0.295072,0.501,34,0,3,0.931544,0.907944,0.610019,0.644013,0,13.8,35.2,0.0,0.037,0.747997,0.232311,2,0.0,0.501,35.2,0.810009,37,1
2130,911000,912000,0.341877,0.359348,0.406986,0.35364,0.111365,0.355424,0.258196,0.513113,0.046078,0.439075,0.320927,0.544637,0.039149,90.8,71.4,68.4,-1.0,0.808892,0.021348,0,-1.0,0.703309,0.941176,-1.0,0,4.686602,0,0,0.71268,-1.0,0.082659,0.105277,72.0,16,26,0.701144,0.0,0.631181,0.631181,0.046548,0.029,71.3,-1,0.678,5.97158,0.257992,-1.0,0.256906,0.0,0.021348,0.051,0,0,-1,0.682207,0.696928,0.288341,0.631181,0,85.9,93.2,2.256271,0.017,0.646112,-1.0,1,0.286503,0.051,93.2,0.250695,17,4
163,775000,776000,0.654175,0.948204,0.89558,0.890827,0.203836,0.891733,0.943008,0.903874,0.191378,0.905942,0.621956,0.928311,0.193541,62.9,42.7,11.7,0.197826,0.991128,0.110378,0,-6.054948,0.82872,0.0,16.778642,0,3.319251,0,64,0.840555,-1.0,0.0,0.467319,38.6,0,10,0.831907,0.0,0.67286,0.69107,0.302839,0.091,41.8,1,0.787023,0.0,0.535463,2.9375,0.525557,0.984615,0.119886,0.108,0,0,3,0.838664,0.836303,0.869956,0.695018,6,48.0,79.8,0.0,0.065,0.804453,0.350736,5,0.0,0.108,79.0,0.57096,65,1
2134,79000,80000,0.6471,0.956625,0.933062,0.901725,0.269262,0.90325,0.969238,0.962825,0.183675,0.969175,0.632163,0.97095,0.185612,68.0,38.9,5.5,-1.0,0.998656,0.113593,0,-1.0,0.762136,0.984615,-1.0,0,3.316949,0,0,0.828583,-1.0,-0.334967,0.403718,39.1,64,10,0.806696,0.0,0.675476,0.636779,0.241796,0.087,39.0,-1,0.721612,0.063057,0.566549,-1.0,0.567644,0.0,0.112689,0.114,0,0,-1,0.807393,0.806759,0.938844,0.678186,7,53.5,78.9,2.149373,0.065,0.777805,-1.0,7,-0.006771,0.114,79.0,0.565435,65,4
2133,557000,558000,0.604412,0.812161,0.781631,0.691258,0.270324,0.694197,0.851029,0.835066,0.115593,0.832183,0.612321,0.846839,0.193998,67.2,38.7,19.7,-1.0,0.97631,0.112229,0,-1.0,0.747689,0.987013,-1.0,0,3.312724,0,0,0.851021,-1.0,-0.222068,0.436319,38.5,76,10,0.833467,0.0,0.715099,0.582756,0.24931,0.079,38.6,-1,0.699212,0.131288,0.570481,-1.0,0.56899,0.0,0.107765,0.115,0,0,-1,0.817621,0.828187,0.780666,0.714026,5,50.6,79.3,0.066983,0.077,0.806812,-1.0,6,0.508212,0.115,79.7,0.571738,77,5
194,721000,722000,0.730706,0.908589,0.483503,0.889766,0.402233,0.889796,0.866888,0.820864,0.16686,0.512463,0.698645,0.866687,0.171925,59.5,35.8,53.3,-1.0,0.735155,0.091232,0,-1.0,0.699401,0.909091,-1.0,0,2.17019,0,0,0.71175,-1.0,0.084485,0.275342,32.8,10,5,0.81888,0.0,0.572948,0.548136,0.181737,0.079,32.8,-1,0.651579,0.499589,0.566863,-1.0,0.528353,0.0,0.063205,0.328,0,0,-1,0.821364,0.822763,0.28398,0.556673,0,53.3,66.6,0.331461,0.011,0.642699,-1.0,0,-0.06768,0.328,64.8,0.56698,11,1
191,645000,646000,0.741042,0.894746,0.912878,0.832503,0.560229,0.833757,0.893698,0.892372,0.749286,0.924359,0.739384,0.899458,0.916805,34.3,30.0,10.6,-1.0,0.939088,0.25,0,-1.0,0.744782,0.909091,-1.0,0,-1.0,0,0,0.693922,-1.0,-1.195857,0.348,27.6,10,5,0.711942,0.0,0.640996,0.6219,0.314,0.0,28.9,-1,0.661672,0.499635,0.422,-1.0,0.4,0.0,0.254,0.5,0,0,-1,0.74388,0.726516,0.788,0.642084,1,32.6,37.5,0.288316,0.011,0.666664,-1.0,0,-0.003156,0.5,37.3,0.448,11,3
163,782000,783000,0.654318,0.948322,0.895617,0.890862,0.203825,0.891766,0.943102,0.903871,0.191383,0.905989,0.621931,0.928386,0.193536,61.7,40.8,12.6,0.190744,0.991255,0.122889,0,-6.242628,0.81343,0.0,17.390083,0,3.317055,0,64,0.833715,-1.0,0.0,0.474358,40.1,0,10,0.833532,0.0,0.67483,0.684065,0.311851,0.09,41.1,1,0.771068,0.0,0.542896,2.9375,0.546348,0.984615,0.109348,0.12,0,0,3,0.835833,0.833072,0.859865,0.696591,1,47.2,77.9,0.0,0.065,0.790912,0.350736,5,0.0,0.12,79.3,0.554071,65,1
2167,633000,634000,0.742035,0.888516,0.872446,0.830158,0.521312,0.830101,0.878207,0.869517,0.567344,0.845902,0.746555,0.884852,0.550694,39.7,27.8,15.7,-1.0,0.966346,0.301055,0,-1.0,0.801715,0.97561,-1.0,0,1.583852,0,0,0.76396,-1.0,-0.437953,0.429635,26.9,40,3,0.831471,0.0,0.6694,0.609198,0.404094,0.315,25.6,-1,0.720896,0.901911,0.61588,-1.0,0.582248,0.0,0.261549,0.344,0,0,-1,0.810378,0.831422,0.764927,0.694326,0,38.0,47.0,1.266543,0.041,0.758063,-1.0,0,0.032627,0.344,49.0,0.596253,41,1
2160,875000,876000,0.710668,0.831087,0.787425,0.745347,0.665753,0.747438,0.827202,0.798982,0.719031,0.755397,0.73365,0.822597,0.777119,32.3,30.9,27.8,-1.0,0.80661,0.350696,0,-1.0,0.692495,0.983607,-1.0,0,0.999815,0,0,0.724668,-1.0,0.751698,0.336594,31.3,60,2,0.710286,0.0,0.684643,0.55285,0.350863,0.492,30.8,-1,0.678776,0.278032,0.383171,-1.0,0.380752,0.0,0.350863,0.508,0,0,-1,0.672084,0.700197,0.444533,0.686132,0,33.2,32.3,0.14138,0.061,0.686132,-1.0,0,0.821363,0.508,32.3,0.3747,61,1
2150,740000,741000,0.492043,0.678833,0.727835,0.674211,0.20447,0.674494,0.712385,0.691862,0.179637,0.690271,0.496653,0.71146,0.152189,71.2,56.3,35.6,-1.0,0.928624,0.086392,0,-1.0,0.737523,0.979167,-1.0,0,3.318907,0,0,0.799666,-1.0,0.351275,0.314579,56.2,47,10,0.742743,0.0,0.661519,0.645617,0.206656,0.091,56.2,-1,0.68612,87.874676,0.375266,-1.0,0.373828,0.0,0.075829,0.109,0,0,-1,0.728094,0.732182,0.604424,0.661163,0,61.6,81.9,39.73218,0.048,0.748734,-1.0,2,0.776452,0.109,82.6,0.375263,48,9
2127,160000,161000,0.911671,0.943174,0.917578,0.891578,0.823286,0.891708,0.945627,0.914851,0.108919,0.844745,0.921969,0.922634,0.109255,17.5,15.8,13.8,0.070351,0.931105,0.376264,0,-15.214515,0.808617,0.153846,17.457752,0,1.228164,0,32,0.896856,-1.0,2.320688,0.72095,13.4,6,6,0.73186,0.487179,0.638584,0.550039,0.482737,0.001,15.8,2,0.701762,363.607145,0.53541,3.21875,0.53541,0.820513,0.394855,0.751,19,0,10,0.777971,0.73186,0.675262,0.686282,0,11.2,18.5,415.312546,0.039,0.812639,2.059351,0,1.639094,0.751,18.7,0.621228,39,5
191,287000,288000,0.741993,0.891722,0.917219,0.832441,0.559052,0.833611,0.8915,0.891285,0.642483,0.930497,0.740045,0.898274,0.904642,37.8,30.7,10.1,-1.0,0.937824,0.29628,0,-1.0,0.712644,0.909091,-1.0,0,-1.0,0,0,0.67985,-1.0,-1.213286,0.348417,31.1,10,5,0.698581,0.0,0.643367,0.654574,0.244677,0.0,30.7,-1,0.694399,0.499731,0.383514,-1.0,0.383514,0.0,0.214413,0.516,0,0,-1,0.695821,0.698581,0.79765,0.605156,0,32.6,34.9,0.290133,0.011,0.63264,-1.0,0,-0.011285,0.516,39.4,0.375642,11,3
188,1350000,1351000,0.495448,0.883909,0.491296,0.79257,0.255372,0.797211,0.889154,0.789253,0.681104,0.261104,0.247195,0.827916,0.708623,18.9,16.2,27.3,0.001747,0.832451,0.543791,0,-573.424204,0.672637,0.30137,-572.424204,0,-1.0,0,50,0.80762,-1.0,-0.945036,0.571303,15.0,22,10,0.820971,0.60274,0.754804,0.532912,0.56615,0.0,16.2,2,0.627843,1.77791,0.638196,2.3,0.638196,0.684932,0.543791,0.627,44,0,7,0.850655,0.820971,0.380646,0.754804,4,18.7,19.6,0.275687,0.073,0.780803,0.909137,4,0.062872,0.627,19.6,0.667544,73,5
185,372000,373000,0.900485,0.960764,0.903804,0.859013,0.821544,0.857357,0.966434,0.936909,0.830853,0.794129,0.880442,0.943542,0.873638,15.0,11.9,20.8,0.069321,0.916177,0.547435,0,17.308864,0.880799,0.0,13.408965,0,0.929523,0,34,0.876269,1.269189,0.0,0.710399,11.9,0,2,0.853853,0.0,0.746753,0.741359,0.649344,0.345,11.9,1,0.826377,0.0,0.728311,2.941176,0.728311,0.971429,0.547435,0.655,0,0,3,0.853853,0.853853,0.575848,0.750211,0,12.9,18.7,0.0,0.035,0.837814,0.342997,0,0.0,0.655,18.7,0.728311,35,5
171,72000,73000,0.940479,0.939945,0.940479,0.940123,0.940479,0.940123,0.929658,0.939685,0.940123,0.936493,0.940137,0.940452,0.940123,4.3,4.3,5.5,0.003273,0.802957,0.0,0,-306.515012,0.690967,0.0,78.175767,0,0.255882,0,29,0.493925,-1.0,0.0,0.0,4.3,0,2,0.493925,0.666667,0.700858,0.533693,0.0,0.043,4.3,1,0.690226,0.0,0.0,2.241379,0.0,0.966667,0.0,0.957,20,0,5,0.493925,0.493925,0.014266,0.493925,0,4.3,4.3,0.0,0.03,0.493925,0.739458,0,0.0,0.957,4.3,0.0,30,7
2129,685000,686000,0.919754,0.950917,0.931542,0.921952,0.826899,0.921332,0.949258,0.940614,0.912201,0.905564,0.89343,0.944711,0.771131,9.1,9.0,8.5,0.126755,0.941769,0.529385,0,7.085642,0.920049,0.470588,7.325913,0,0.928595,0,8,0.88737,1.024894,2.958452,0.78362,9.0,8,2,0.885139,0.176471,0.73847,0.727294,0.787347,0.344,9.0,2,0.888219,8.963249,0.790143,2.625,0.790143,0.470588,0.529385,0.656,3,0,3,0.885139,0.885139,0.809694,0.773469,0,9.3,18.7,1.839321,0.017,0.887118,0.517549,0,0.364886,0.656,18.7,0.790143,17,1
